Class,Method,Parameter Names,Observed Arg Types,Observed Return Type,Source Code,Comments
EventMachine::SystemCmd,receive_data,data,"data => String
",Array<String>,"    def receive_data data
      @output << data
    end
",""
EventMachine::ThreadedResource,initialize,"","",Thread,"    def initialize
      @resource = yield

      @running = true
      @queue   = ::Queue.new
      @thread  = Thread.new do
        @queue.pop.call while @running
      end
    end
","# The block should return the resource that will be yielded in a dispatch.
"
EventMachine::ThreadedResource,dispatch,"","",EventMachine::Completion,"    def dispatch
      completion = EM::Completion.new
      @queue << lambda do
        begin
          result = yield @resource
          completion.succeed result
        rescue => e
          completion.fail e
        end
      end
      completion
    end
","# Called on the EM thread, generally in a perform block to return a
# completion for the work.
"
EventMachine::ThreadedResource,shutdown,"","",Thread,"    def shutdown
      @running = false
      @queue << lambda {}
      @thread.join
    end
","# Kill the internal thread. should only be used to cleanup - generally
# only required for tests.
"
EventMachine::Iterator,initialize,"list, concurrency","list => (Array<Integer> or Array<String> or Proc or Range)
concurrency => Integer
",false,"    def initialize(list, concurrency = 1)
      raise ArgumentError, 'concurrency must be bigger than zero' unless (concurrency > 0)
      if list.respond_to?(:call)
        @list = nil
        @list_proc = list
      elsif list.respond_to?(:to_a)
        @list = list.to_a.dup
        @list_proc = nil
      else
        raise ArgumentError, 'argument must be a proc or an array'
      end
      @concurrency = concurrency

      @started = false
      @ended = false
    end
","# Create a new parallel async iterator with specified concurrency.
#
#   i = EM::Iterator.new(1..100, 10)
#
# will create an iterator over the range that processes 10 items at a time. Iteration
# is started via #each, #map or #inject
#
# The list may either be an array-like object, or a proc that returns a new object
# to be processed each time it is called.  If a proc is used, it must return
# EventMachine::Iterator::Stop to signal the end of the iterations.
#
"
EventMachine::Iterator,concurrency=,val,"val => Integer
",nil,"    def concurrency=(val)
      old = @concurrency
      @concurrency = val

      spawn_workers if val > old and @started and !@ended
    end
","# Change the concurrency of this iterator. Workers will automatically be spawned or destroyed
# to accomodate the new concurrency level.
#
"
EventMachine::Iterator,each,"foreach, after, blk","foreach => Proc
after => Proc
blk => nil
",EventMachine::Iterator,"    def each(foreach=nil, after=nil, &blk)
      raise ArgumentError, 'proc or block required for iteration' unless foreach ||= blk
      raise RuntimeError, 'cannot iterate over an iterator more than once' if @started or @ended

      @started = true
      @pending = 0
      @workers = 0

      all_done = proc{
        after.call if after and @ended and @pending == 0
      }

      @process_next = proc{
        # p [:process_next, :pending=, @pending, :workers=, @workers, :ended=, @ended, :concurrency=, @concurrency, :list=, @list]
        unless @ended or @workers > @concurrency
          item = next_item()
          if item.equal?(Stop)
            @ended = true
            @workers -= 1
            all_done.call
          else
            @pending += 1

            is_done = false
            on_done = proc{
              raise RuntimeError, 'already completed this iteration' if is_done
              is_done = true

              @pending -= 1

              if @ended
                all_done.call
              else
                EM.next_tick(@process_next)
              end
            }
            class << on_done
              alias :next :call
            end

            foreach.call(item, on_done)
          end
        else
          @workers -= 1
        end
      }

      spawn_workers

      self
    end
","# Iterate over a set of items using the specified block or proc.
#
#   EM::Iterator.new(1..100).each do |num, iter|
#     puts num
#     iter.next
#   end
#
# An optional second proc is invoked after the iteration is complete.
#
#   EM::Iterator.new(1..100).each(
#     proc{ |num,iter| iter.next },
#     proc{ puts 'all done' }
#   )
#
"
EventMachine::Iterator,map,"foreach, after","foreach => Proc
after => Proc
",EventMachine::Iterator,"    def map(foreach, after)
      index = 0

      inject([], proc{ |results,item,iter|
        i = index
        index += 1

        is_done = false
        on_done = proc{ |res|
          raise RuntimeError, 'already returned a value for this iteration' if is_done
          is_done = true

          results[i] = res
          iter.return(results)
        }
        class << on_done
          alias :return :call
          def next
            raise NoMethodError, 'must call #return on a map iterator'
          end
        end

        foreach.call(item, on_done)
      }, proc{ |results|
        after.call(results)
      })
    end
","# Collect the results of an asynchronous iteration into an array.
#
#   EM::Iterator.new(%w[ pwd uptime uname date ], 2).map(proc{ |cmd,iter|
#     EM.system(cmd){ |output,status|
#       iter.return(output)
#     }
#   }, proc{ |results|
#     p results
#   })
#
"
EventMachine::Iterator,inject,"obj, foreach, after","obj => (Array<%bot> or Hash<%bot, %bot>)
foreach => Proc
after => Proc
",EventMachine::Iterator,"    def inject(obj, foreach, after)
      each(proc{ |item,iter|
        is_done = false
        on_done = proc{ |res|
          raise RuntimeError, 'already returned a value for this iteration' if is_done
          is_done = true

          obj = res
          iter.next
        }
        class << on_done
          alias :return :call
          def next
            raise NoMethodError, 'must call #return on an inject iterator'
          end
        end

        foreach.call(obj, item, on_done)
      }, proc{
        after.call(obj)
      })
    end
","# Inject the results of an asynchronous iteration onto a given object.
#
#   EM::Iterator.new(%w[ pwd uptime uname date ], 2).inject({}, proc{ |hash,cmd,iter|
#     EM.system(cmd){ |output,status|
#       hash[cmd] = status.exitstatus == 0 ? output.strip : nil
#       iter.return(hash)
#     }
#   }, proc{ |results|
#     p results
#   })
#
"
EventMachine::Iterator,spawn_workers,"","",nil,"    def spawn_workers
      EM.next_tick(start_worker = proc{
        if @workers < @concurrency and !@ended
          # p [:spawning_worker, :workers=, @workers, :concurrency=, @concurrency, :ended=, @ended]
          @workers += 1
          @process_next.call
          EM.next_tick(start_worker)
        end
      })
      nil
    end
","# Spawn workers to consume items from the iterator's enumerator based on the current concurrency level.
#
"
EventMachine::Iterator,next_item,"","",(Integer or String),"    def next_item
      if @list_proc
        @list_proc.call
      else
        @list.empty? ? Stop : @list.shift
      end
    end
","# Return the next item from @list or @list_proc.
# Once items have run out, will return EM::Iterator::Stop.  Procs must supply this themselves
"
EventMachine::ProcessWatch,receive_data,data,"data => String
",true,"    def receive_data(data)
      case data
      when Cfork
        process_forked
      when Cexit
        process_exited
      end
    end
","# @private
"
EventMachine::ProcessWatch,pid,"","",Integer,"    def pid
      @pid
    end
","# Returns the pid that EventMachine::watch_process was originally called with.
"
EventMachine::Deferrable,callback,block,"block => nil
",(EventMachine::DefaultDeferrable or EventMachine::DeferrableChildProcess or EventMachine::FileStreamer or EventMachine::IOStreamer or EventMachine::Protocols::HttpClient or EventMachine::Protocols::HttpClient2::Request or TestFutures::MyFuture or TestFutures::RecursiveCallback),"    def callback &block
      return unless block
      @deferred_status ||= :unknown
      if @deferred_status == :succeeded
        block.call(*@deferred_args)
      elsif @deferred_status != :failed
        @callbacks ||= []
        @callbacks.unshift block # << block
      end
      self
    end
","# Specify a block to be executed if and when the Deferrable object receives
# a status of :succeeded. See #set_deferred_status for more information.
#
# Calling this method on a Deferrable object whose status is not yet known
# will cause the callback block to be stored on an internal list.
# If you call this method on a Deferrable whose status is :succeeded, the
# block will be executed immediately, receiving the parameters given to the
# prior #set_deferred_status call.
#
#--
# If there is no status, add a callback to an internal list.
# If status is succeeded, execute the callback immediately.
# If status is failed, do nothing.
#
"
EventMachine::Deferrable,errback,block,"block => nil
",(EventMachine::DefaultDeferrable or EventMachine::FileStreamer or EventMachine::Protocols::HttpClient or EventMachine::Protocols::HttpClient2::Request or EventMachine::Protocols::SmtpClient or TestDeferrable::Later or TestFutures::MyErrorFuture),"    def errback &block
      return unless block
      @deferred_status ||= :unknown
      if @deferred_status == :failed
        block.call(*@deferred_args)
      elsif @deferred_status != :succeeded
        @errbacks ||= []
        @errbacks.unshift block # << block
      end
      self
    end
","# Specify a block to be executed if and when the Deferrable object receives
# a status of :failed. See #set_deferred_status for more information.
#--
# If there is no status, add an errback to an internal list.
# If status is failed, execute the errback immediately.
# If status is succeeded, do nothing.
#
"
EventMachine::Deferrable,set_deferred_status,"status, args","status => Symbol
args => (Array<%bot> or Array<RDL::Type::GenericType> or Array<RDL::Type::NominalType>)
",Array<%bot>,"    def set_deferred_status status, *args
      cancel_timeout
      @errbacks ||= nil
      @callbacks ||= nil
      @deferred_status = status
      @deferred_args = args
      case @deferred_status
      when :succeeded
        if @callbacks
          while cb = @callbacks.pop
            cb.call(*@deferred_args)
          end
        end
        @errbacks.clear if @errbacks
      when :failed
        if @errbacks
          while eb = @errbacks.pop
            eb.call(*@deferred_args)
          end
        end
        @callbacks.clear if @callbacks
      end
    end
","# Sets the ""disposition"" (status) of the Deferrable object. See also the large set of
# sugarings for this method.
# Note that if you call this method without arguments,
# no arguments will be passed to the callback/errback.
# If the user has coded these with arguments, then the
# user code will throw an argument exception.
# Implementors of deferrable classes <b>must</b>
# document the arguments they will supply to user callbacks.
#
# OBSERVE SOMETHING VERY SPECIAL here: you may call this method even
# on the INSIDE of a callback. This is very useful when a previously-registered
# callback wants to change the parameters that will be passed to subsequently-registered
# ones.
#
# You may give either :succeeded or :failed as the status argument.
#
# If you pass :succeeded, then all of the blocks passed to the object using the #callback
# method (if any) will be executed BEFORE the #set_deferred_status method returns. All of the blocks
# passed to the object using #errback will be discarded.
#
# If you pass :failed, then all of the blocks passed to the object using the #errback
# method (if any) will be executed BEFORE the #set_deferred_status method returns. All of the blocks
# passed to the object using # callback will be discarded.
#
# If you pass any arguments to #set_deferred_status in addition to the status argument,
# they will be passed as arguments to any callbacks or errbacks that are executed.
# It's your responsibility to ensure that the argument lists specified in your callbacks and
# errbacks match the arguments given in calls to #set_deferred_status, otherwise Ruby will raise
# an ArgumentError.
#
#--
# We're shifting callbacks off and discarding them as we execute them.
# This is valid because by definition callbacks are executed no more than
# once. It also has the magic effect of permitting recursive calls, which
# means that a callback can call #set_deferred_status and change the parameters
# that will be sent to subsequent callbacks down the chain.
#
# Changed @callbacks and @errbacks from push/shift to unshift/pop, per suggestion
# by Kirk Haines, to work around the memory leak bug that still exists in many Ruby
# versions.
#
# Changed 15Sep07: after processing callbacks or errbacks, CLEAR the other set of
# handlers. This gets us a little closer to the behavior of Twisted's ""deferred,""
# which only allows status to be set once. Prior to making this change, it was possible
# to ""succeed"" a Deferrable (triggering its callbacks), and then immediately ""fail"" it,
# triggering its errbacks! That is clearly undesirable, but it's just as undesirable
# to raise an exception is status is set more than once on a Deferrable. The latter
# behavior would invalidate the idiom of resetting arguments by setting status from
# within a callback or errback, but more seriously it would cause spurious errors
# if a Deferrable was timed out and then an attempt was made to succeed it. See the
# comments under the new method #timeout.
#
"
EventMachine::Deferrable,timeout,"seconds, args","seconds => (Float or Integer)
args => (Array<%bot> or Array<RDL::Type::NominalType>)
",(EventMachine::DefaultDeferrable or TestDeferrable::Later),"    def timeout seconds, *args
      cancel_timeout
      me = self
      @deferred_timeout = EventMachine::Timer.new(seconds) {me.fail(*args)}
      self
    end
","# Setting a timeout on a Deferrable causes it to go into the failed state after
# the Timeout expires (passing no arguments to the object's errbacks).
# Setting the status at any time prior to a call to the expiration of the timeout
# will cause the timer to be cancelled.
"
EventMachine::Deferrable,cancel_timeout,"","",nil,"    def cancel_timeout
      @deferred_timeout ||= nil
      if @deferred_timeout
        @deferred_timeout.cancel
        @deferred_timeout = nil
      end
    end
","# Cancels an outstanding timeout if any. Undoes the action of #timeout.
#
"
EventMachine::Deferrable,succeed,args,"args => (Array<%bot> or Array<RDL::Type::NominalType>)
",Array<%bot>,"    def succeed *args
      set_deferred_status :succeeded, *args
    end
","# Sugar for set_deferred_status(:succeeded, ...)
#
"
EventMachine::Deferrable,fail,args,"args => (Array<%bot> or Array<RDL::Type::NominalType>)
",Array<%bot>,"    def fail *args
      set_deferred_status :failed, *args
    end
","# Sugar for set_deferred_status(:failed, ...)
#
"
EventMachine::TickLoop,initialize,"a, b","a => Array<%bot>
b => nil
",true,"    def initialize(*a, &b)
      @work = EM::Callback(*a, &b)
      @stops = []
      @stopped = true
    end
","# Arguments: A callback (EM::Callback) to call each tick. If the call
# returns +:stop+ then the loop will be stopped. Any other value is 
# ignored.
"
EventMachine::TickLoop,on_stop,"a, b","a => Array<%bot>
b => nil
",(Array<Proc> or Integer),"    def on_stop(*a, &b)
      if @stopped
        EM::Callback(*a, &b).call
      else
        @stops << EM::Callback(*a, &b)
      end
    end
","# Arguments: A callback (EM::Callback) to call once on the next stop (or
# immediately if already stopped).
"
EventMachine::TickLoop,stop,"","",nil,"    def stop
      @stopped = true
      until @stops.empty?
        @stops.shift.call
      end
    end
","# Stop the tick loop immediately, and call it's on_stop callbacks.
"
EventMachine::TickLoop,stopped?,"","",(false or true),"    def stopped?
      @stopped
    end
","# Query if the loop is stopped.
"
EventMachine::TickLoop,start,"","",EventMachine::TickLoop,"    def start
      raise ArgumentError, ""double start"" unless @stopped
      @stopped = false
      schedule
    end
","# Start the tick loop, will raise argument error if the loop is already
# running.
"
EventMachine::TickLoop,schedule,"","",EventMachine::TickLoop,"    def schedule
      EM.next_tick do
        next if @stopped
        if @work.call == :stop
          stop
        else
          schedule
        end
      end
      self
    end
",""
EventMachine::SpawnedProcess,notify,x,"x => (Array<%bot> or Array<RDL::Type::NominalType>)
",nil,"    def notify *x
      me = self
      EM.next_tick {
        # A notification executes in the context of this
        # SpawnedProcess object. That makes self and notify
        # work as one would expect.
        #
        y = me.call(*x)
        if y and y.respond_to?(:pull_out_yield_block)
          a,b = y.pull_out_yield_block
          set_receiver a
          self.notify if b
        end
      }
    end
","# Send a message to the spawned process
"
EventMachine::SpawnedProcess,set_receiver,blk,"blk => Proc
",Symbol,"    def set_receiver blk
      (class << self ; self ; end).class_eval do
        remove_method :call if method_defined? :call
        define_method :call, blk
      end
    end
",""
EventMachine::YieldBlockFromSpawnedProcess,initialize,"block, notify","block => Proc
notify => (false or true)
",(Array<(Proc or false)> or Array<(Proc or true)>),"    def initialize block, notify
      @block = [block,notify]
    end
",""
EventMachine::YieldBlockFromSpawnedProcess,pull_out_yield_block,"","",(Array<(Proc or false)> or Array<(Proc or true)>),"    def pull_out_yield_block
      @block
    end
",""
EventMachine::Channel,initialize,"","",Integer,"    def initialize
      @subs = {}
      @uid  = 0
    end
",""
EventMachine::Channel,num_subscribers,"","",Integer,"    def num_subscribers
      return @subs.size
    end
","# Return the number of current subscribers.
"
EventMachine::Channel,subscribe,"a, b","a => Array<%bot>
b => nil
",Integer,"    def subscribe(*a, &b)
      name = gen_id
      EM.schedule { @subs[name] = EM::Callback(*a, &b) }

      name
    end
","# Takes any arguments suitable for EM::Callback() and returns a subscriber
# id for use when unsubscribing.
#
# @return [Integer] Subscribe identifier
# @see #unsubscribe
"
EventMachine::Channel,unsubscribe,name,"name => Integer
",Proc,"    def unsubscribe(name)
      EM.schedule { @subs.delete name }
    end
","# Removes subscriber from the list.
#
# @param [Integer] Subscriber identifier
# @see #subscribe
"
EventMachine::Channel,push,items,"items => Array<RDL::Type::NominalType>
",Array<Integer>,"    def push(*items)
      items = items.dup
      EM.schedule { items.each { |i| @subs.values.each { |s| s.call i } } }
    end
","# Add items to the channel, which are pushed out to all subscribers.
"
EventMachine::Channel,pop,"a, b","a => Array<%bot>
b => nil
",Integer,"    def pop(*a, &b)
      EM.schedule {
        name = subscribe do |*args|
          unsubscribe(name)
          EM::Callback(*a, &b).call(*args)
        end
      }
    end
","# Fetches one message from the channel.
"
EventMachine::Channel,gen_id,"","",Integer,"    def gen_id
      @uid += 1
    end
","# @private
"
BufferedTokenizer,initialize,delimiter,"delimiter => String
",Integer,"  def initialize(delimiter = $/)
    @delimiter = delimiter
    @input = []
    @tail = ''
    @trim = @delimiter.length - 1
  end
","# New BufferedTokenizers will operate on lines delimited by a delimiter,
# which is by default the global input delimiter $/ (""\n"").
#
# The input buffer is stored as an array.  This is by far the most efficient
# approach given language constraints (in C a linked list would be a more
# appropriate data structure).  Segments of input data are stored in a list
# which is only joined when a token is reached, substantially reducing the
# number of objects required for the operation.
"
BufferedTokenizer,extract,data,"data => String
",(Array<%bot> or Array<String>),"  def extract(data)
    if @trim > 0
      tail_end = @tail.slice!(-@trim, @trim) # returns nil if string is too short
      data = tail_end + data if tail_end
    end

    @input << @tail
    entities = data.split(@delimiter, -1)
    @tail = entities.shift

    unless entities.empty?
      @input << @tail
      entities.unshift @input.join
      @input.clear
      @tail = entities.pop
    end

    entities
  end
","# Extract takes an arbitrary string of input data and returns an array of
# tokenized entities, provided there were any available to extract.  This
# makes for easy processing of datagrams using a pattern like:
#
#   tokenizer.extract(data).map { |entity| Decode(entity) }.each do ...
#
# Using -1 makes split to return """" if the token is at the end of
# the string, meaning the last element is the start of the next chunk.
"
BufferedTokenizer,flush,"","",String,"  def flush
    @input << @tail
    buffer = @input.join
    @input.clear
    @tail = """" # @tail.clear is slightly faster, but not supported on 1.8.7
    buffer
  end
","# Flush the contents of the input buffer, i.e. return the input buffer even though
# a token has not yet been encountered
"
EventMachine::Completion,initialize,"","",nil,"    def initialize
      @state = :unknown
      @callbacks = Hash.new { |h,k| h[k] = [] }
      @value = []
      @timeout_timer = nil
    end
",""
EventMachine::Completion,succeed,args,"args => (Array<%bot> or Array<RDL::Type::NominalType>)
",nil,"    def succeed(*args)
      change_state(:succeeded, *args)
    end
","# Enter the :succeeded state, setting the result value if given.
"
EventMachine::Completion,fail,args,"args => (Array<%bot> or Array<RDL::Type::NominalType>)
",nil,"    def fail(*args)
      change_state(:failed, *args)
    end
","# Enter the :failed state, setting the result value if given.
"
EventMachine::Completion,stateback,"state, a, b","state => Symbol
a => Array<%bot>
b => nil
",EventMachine::Completion,"    def stateback(state, *a, &b)
      # The following is quite unfortunate special casing for :completed
      # statebacks, but it's a necessary evil for latent completion
      # definitions.

      if :completed == state || !completed? || @state == state
        @callbacks[state] << EM::Callback(*a, &b)
      end
      execute_callbacks
      self
    end
","# Statebacks are called when you enter (or are in) the named state.
"
EventMachine::Completion,callback,"a, b","a => Array<%bot>
b => nil
",EventMachine::Completion,"    def callback(*a, &b)
      stateback(:succeeded, *a, &b)
    end
","# Callbacks are called when you enter (or are in) a :succeeded state.
"
EventMachine::Completion,errback,"a, b","a => Array<%bot>
b => nil
",EventMachine::Completion,"    def errback(*a, &b)
      stateback(:failed, *a, &b)
    end
","# Errbacks are called when you enter (or are in) a :failed state.
"
EventMachine::Completion,completion,"a, b","a => Array<%bot>
b => nil
",EventMachine::Completion,"    def completion(*a, &b)
      stateback(:completed, *a, &b)
    end
","# Completions are called when you enter (or are in) either a :failed or a
# :succeeded state. They are stored as a special (reserved) state called
# :completed.
"
EventMachine::Completion,change_state,"state, args","state => Symbol
args => (Array<%bot> or Array<RDL::Type::NominalType>)
",nil,"    def change_state(state, *args)
      @value = args
      @state = state

      EM.schedule { execute_callbacks }
    end
","# Enter a new state, setting the result value if given. If the state is one
# of :succeeded or :failed, then :completed callbacks will also be called.
"
EventMachine::Completion,completed?,"","",(false or true),"    def completed?
      completion_states.any? { |s| state == s }
    end
","# Indicates that we've reached some kind of completion state, by default
# this is :succeeded or :failed. Due to these semantics, the :completed
# state is reserved for internal use.
"
EventMachine::Completion,completion_states,"","",Array<Symbol>,"    def completion_states
      [:succeeded, :failed]
    end
","# Completion states simply returns a list of completion states, by default
# this is :succeeded and :failed.
"
EventMachine::Completion,timeout,"time, args","time => Float
args => Array<RDL::Type::NominalType>
",EventMachine::Timer,"    def timeout(time, *args)
      cancel_timeout
      @timeout_timer = EM::Timer.new(time) do
        fail(*args) unless completed?
      end
    end
","# Schedule a time which if passes before we enter a completion state, this
# deferrable will be failed with the given arguments.
"
EventMachine::Completion,cancel_timeout,"","",nil,"    def cancel_timeout
      if @timeout_timer
        @timeout_timer.cancel
        @timeout_timer = nil
      end
    end
","# Disable the timeout
"
EventMachine::Completion,execute_callbacks,"","",nil,"    def execute_callbacks
      execute_state_callbacks(state)
      if completed?
        execute_state_callbacks(:completed)
        clear_dead_callbacks
        cancel_timeout
      end
    end
","# Execute all callbacks for the current state. If in a completed state, then
# call any statebacks associated with the completed state.
"
EventMachine::Completion,execute_state_callbacks,state,"state => Symbol
",nil,"    def execute_state_callbacks(state)
      while callback = @callbacks[state].shift
        callback.call(*value)
      end
    end
","# Iterate all callbacks for a given state, and remove then call them.
"
EventMachine::Completion,clear_dead_callbacks,"","",Array<Symbol>,"    def clear_dead_callbacks
      completion_states.each do |state|
        @callbacks[state].clear
      end
    end
","# If we enter a completion state, clear other completion states after all
# callback chains are completed. This means that operation specific
# callbacks can't be dual-called, which is most common user error.
"
EventMachine::FileStreamer,initialize,"connection, filename, args","connection => (TestSendFile::BadFileTestModule::EM_CONNECTION_CLASS or TestSendFile::ChunkStreamTestModule::EM_CONNECTION_CLASS or TestSendFile::StreamTestModule::EM_CONNECTION_CLASS)
filename => String
args => (Hash<%bot, %bot> or Hash<Symbol, true>)
",nil,"    def initialize connection, filename, args = {}
      @connection = connection
      @http_chunks = args[:http_chunks]

      if File.exist?(filename)
        @size = File.size(filename)
        if @size <= MappingThreshold
          stream_without_mapping filename
        else
          stream_with_mapping filename
        end
      else
        fail ""file not found""
      end
    end
","# @param [EventMachine::Connection] connection
# @param [String] filename File path
#
# @option args [Boolean] :http_chunks (false) Use HTTP 1.1 style chunked-encoding semantics.
"
EventMachine::FileStreamer,stream_without_mapping,filename,"filename => String
",nil,"    def stream_without_mapping filename
      if @http_chunks
        @connection.send_data ""#{@size.to_s(16)}\r\n""
        @connection.send_file_data filename
        @connection.send_data ""\r\n0\r\n\r\n""
      else
        @connection.send_file_data filename
      end
      succeed
    end
","# @private
"
EventMachine::FileStreamer,stream_with_mapping,filename,"filename => String
",nil,"    def stream_with_mapping filename
      ensure_mapping_extension_is_present

      @position = 0
      @mapping = EventMachine::FastFileReader::Mapper.new filename
      stream_one_chunk
    end
","# @private
"
EventMachine::FileStreamer,stream_one_chunk,"","",nil,"    def stream_one_chunk
      loop {
        if @position < @size
          if @connection.get_outbound_data_size > BackpressureLevel
            EventMachine::next_tick {stream_one_chunk}
            break
          else
            len = @size - @position
            len = ChunkSize if (len > ChunkSize)

            @connection.send_data( ""#{len.to_s(16)}\r\n"" ) if @http_chunks
            @connection.send_data( @mapping.get_chunk( @position, len ))
            @connection.send_data(""\r\n"") if @http_chunks

            @position += len
          end
        else
          @connection.send_data ""0\r\n\r\n"" if @http_chunks
          @mapping.close
          succeed
          break
        end
      }
    end
","# Used internally to stream one chunk at a time over multiple reactor ticks
# @private
"
EventMachine::FileStreamer,ensure_mapping_extension_is_present,"","",false,"    def ensure_mapping_extension_is_present
      @@fastfilereader ||= (require 'fastfilereaderext')
    end
","#
# We use an outboard extension class to get memory-mapped files.
# It's outboard to avoid polluting the core distro, but that means
# there's a ""hidden"" dependency on it. The first time we get here in
# any run, try to load up the dependency extension. User code will see
# a LoadError if it's not available, but code that doesn't require
# mapped files will work fine without it. This is a somewhat difficult
# compromise between usability and proper modularization.
#
# @private
"
EventMachine::Queue,initialize,"","",Array<%bot>,"    def initialize
      @sink  = []
      @drain = []
      @popq  = []
    end
",""
EventMachine::Queue,pop,"a, b","a => Array<%bot>
b => nil
",nil,"    def pop(*a, &b)
      cb = EM::Callback(*a, &b)
      EM.schedule do
        if @drain.empty?
          @drain = @sink
          @sink = []
        end
        if @drain.empty?
          @popq << cb
        else
          cb.call @drain.shift
        end
      end
      nil # Always returns nil
    end
","# Pop items off the queue, running the block on the reactor thread. The pop
# will not happen immediately, but at some point in the future, either in
# the next tick, if the queue has data, or when the queue is populated.
#
# @return [NilClass] nil
"
EventMachine::Queue,push,items,"items => Array<RDL::Type::NominalType>
",nil,"    def push(*items)
      EM.schedule do
        @sink.push(*items)
        unless @popq.empty?
          @drain = @sink
          @sink = []
          @popq.shift.call @drain.shift until @drain.empty? || @popq.empty?
        end
      end
    end
","# Push items onto the queue in the reactor thread. The items will not appear
# in the queue immediately, but will be scheduled for addition during the
# next reactor tick.
"
EventMachine::Queue,empty?,"","",true,"    def empty?
      @drain.empty? && @sink.empty?
    end
","# @return [Boolean]
# @note This is a peek, it's not thread safe, and may only tend toward accuracy.
"
EventMachine::Queue,size,"","",Integer,"    def size
      @drain.size + @sink.size
    end
","# @return [Integer] Queue size
# @note This is a peek, it's not thread safe, and may only tend toward accuracy.
"
EventMachine::Queue,num_waiting,"","",Integer,"    def num_waiting
      @popq.size
    end
","# @return [Integer] Waiting size
# @note This is a peek at the number of jobs that are currently waiting on the Queue
"
EventMachine::Protocols::LineText2,receive_data,data,"data => String
",nil,"      def receive_data data
        return unless (data and data.length > 0)

        # Do this stuff in lieu of a constructor.
        @lt2_mode ||= :lines
        @lt2_delimiter ||= ""\n""
        @lt2_linebuffer ||= []

        remaining_data = data

        while remaining_data.length > 0
          if @lt2_mode == :lines
            delimiter_string = case @lt2_delimiter
            when Regexp
              remaining_data.slice(@lt2_delimiter)
            else
              @lt2_delimiter
            end
            ix = remaining_data.index(delimiter_string) if delimiter_string
            if ix
              @lt2_linebuffer << remaining_data[0...ix]
              ln = @lt2_linebuffer.join
              @lt2_linebuffer.clear
              if @lt2_delimiter == ""\n""
                ln.chomp!
              end
              receive_line ln
              remaining_data = remaining_data[(ix+delimiter_string.length)..-1]
            else
              @lt2_linebuffer << remaining_data
              remaining_data = """"
            end
          elsif @lt2_mode == :text
            if @lt2_textsize
              needed = @lt2_textsize - @lt2_textpos
              will_take = if remaining_data.length > needed
                            needed
                          else
                            remaining_data.length
                          end

              @lt2_textbuffer << remaining_data[0...will_take]
              tail = remaining_data[will_take..-1]

              @lt2_textpos += will_take
              if @lt2_textpos >= @lt2_textsize
                # Reset line mode (the default behavior) BEFORE calling the
                # receive_binary_data. This makes it possible for user code
                # to call set_text_mode, enabling chains of text blocks
                # (which can possibly be of different sizes).
                set_line_mode
                receive_binary_data @lt2_textbuffer.join
                receive_end_of_binary_data
              end

              remaining_data = tail
            else
              receive_binary_data remaining_data
              remaining_data = """"
            end
          end
        end
      end
","#--
# Will loop internally until there's no data left to read.
# That way the user-defined handlers we call can modify the
# handling characteristics on a per-token basis.
#
"
EventMachine::Protocols::LineText2,set_delimiter,delim,"delim => (Regexp or String)
",(Regexp or String),"      def set_delimiter delim
        @lt2_delimiter = case delim
        when Regexp
          delim
        else
          delim.to_s
        end
      end
","# The line delimiter may be a regular expression or a string.  Anything
# passed to set_delimiter other than a regular expression will be
# converted to a string.
"
EventMachine::Protocols::LineText2,set_line_mode,data,"data => String
",nil,"      def set_line_mode data=""""
        @lt2_mode = :lines
        (@lt2_linebuffer ||= []).clear
        receive_data data.to_s
      end
","# Called internally but also exposed to user code, for the case in which
# processing of binary data creates a need to transition back to line mode.
# We support an optional parameter to ""throw back"" some data, which might
# be an umprocessed chunk of the transmitted binary data, or something else
# entirely.
"
EventMachine::Protocols::LineText2,set_text_mode,size,"size => Integer
",Integer,"      def set_text_mode size=nil
        if size == 0
          set_line_mode
        else
          @lt2_mode = :text
          (@lt2_textbuffer ||= []).clear
          @lt2_textsize = size # which can be nil, signifying no limit
          @lt2_textpos = 0
        end
      end
",""
EventMachine::Protocols::LineText2,set_binary_mode,size,"size => Integer
",Integer,"      def set_binary_mode size=nil
        set_text_mode size
      end
","# Alias for #set_text_mode, added for back-compatibility with LineAndTextProtocol.
"
EventMachine::Protocols::LineText2,unbind,"","",String,"      def unbind
        @lt2_mode ||= nil
        if @lt2_mode == :text and @lt2_textpos > 0
          receive_binary_data @lt2_textbuffer.join
        end
      end
","# In case of a dropped connection, we'll send a partial buffer to user code
# when in sized text mode. User overrides of #receive_binary_data need to
# be aware that they may get a short buffer.
"
EventMachine::Protocols::LineText2,receive_end_of_binary_data,"","",nil,"      def receive_end_of_binary_data
        # no-op
      end
","# Stub. Should be subclassed by user code.
# This is called when transitioning internally from text mode
# back to line mode. Useful when client code doesn't want
# to keep track of how much data it's received.
"
EventMachine::Protocols::SmtpClient,initialize,"","",nil,"      def initialize
        @succeeded = nil
        @responder = nil
        @code = nil
        @msg = nil
      end
",""
EventMachine::Protocols::SmtpClient,post_init,"","",Time,"      def post_init
        @return_values = OpenStruct.new
        @return_values.start_time = Time.now
      end
","# @private
"
EventMachine::Protocols::SmtpClient,connection_completed,"","",Array<%bot>,"      def connection_completed
        @responder = :receive_signon
        @msg = []
      end
","# @private
"
