Class,Method,Parameter Names,Observed Arg Types,Observed Return Type,Source Code,Comments
I18n::Backend::Transliterator::ProcTransliterator,transliterate,"string, replacement","string => String
replacement => nil
",String,"        def transliterate(string, replacement = nil)
          @rule.call(string)
        end
",""
I18n::Backend::Transliterator::HashTransliterator,initialize,rule,"rule => (Hash<%bot, %bot> or Hash<String, String> or Hash<Symbol, String>)
","(Hash<%bot, %bot> or Hash<String, String> or Hash<Symbol, String>)","        def initialize(rule = nil)
          @rule = rule
          add_default_approximations
          add rule if rule
        end
",""
I18n::Backend::Transliterator::HashTransliterator,transliterate,"string, replacement","string => String
replacement => String
",String,"        def transliterate(string, replacement = nil)
          replacement ||= DEFAULT_REPLACEMENT_CHAR
          string.gsub(/[^\x00-\x7f]/u) do |char|
            approximations[char] || replacement
          end
        end
",""
I18n::Backend::Transliterator::HashTransliterator,approximations,"","","(Hash<%bot, %bot> or Hash<String, String>)","        def approximations
          @approximations ||= {}
        end
",""
I18n::Backend::Transliterator::HashTransliterator,add_default_approximations,"","","Hash<String, String>","        def add_default_approximations
          DEFAULT_APPROXIMATIONS.each do |key, value|
            approximations[key] = value
          end
        end
",""
I18n::Backend::Transliterator::HashTransliterator,add,hash,"hash => (Hash<%bot, %bot> or Hash<String, String> or Hash<Symbol, String>)
","(Hash<%bot, %bot> or Hash<String, String> or Hash<Symbol, String>)","        def add(hash)
          hash.each do |key, value|
            approximations[key.to_s] = value.to_s
          end
        end
","# Add transliteration rules to the approximations hash.
"
[s]I18n,fallbacks,"","","(Hash<%bot, %bot> or Hash<Symbol, Array<Symbol>>)","    def fallbacks
      @@fallbacks ||= I18n::Locale::Fallbacks.new
    end
","# Returns the current fallbacks implementation. Defaults to +I18n::Locale::Fallbacks+.
"
I18n::Backend::Fallbacks,extract_non_symbol_default!,options,"options => (Hash<Symbol, (Array<%bot> or Array<Symbol> or Integer)> or Hash<Symbol, (Array<%bot> or Integer)> or Hash<Symbol, (Array<%bot> or Proc)> or Hash<Symbol, (Array<%bot> or String or true)> or Hash<Symbol, (Array<%bot> or String)> or Hash<Symbol, (Array<%bot> or Symbol)> or Hash<Symbol, (Array<%bot> or false)> or Hash<Symbol, (Array<%bot> or true)> or Hash<Symbol, (Array<Symbol> or Integer)> or Hash<Symbol, (Array<Symbol> or String)> or Hash<Symbol, (Integer or Symbol)> or Hash<Symbol, (String or Symbol)> or Hash<Symbol, Array<%bot>> or Hash<Symbol, Array<Symbol>> or Hash<Symbol, Array<false>> or Hash<Symbol, Symbol>)
","(Hash<%bot, %bot> or Hash<Symbol, Array<String>> or Hash<Symbol, Hash<Symbol, String>> or Hash<Symbol, String> or Proc or String or false)","      def extract_non_symbol_default!(options)
        defaults = [options[:default]].flatten
        first_non_symbol_default = defaults.detect{|default| !default.is_a?(Symbol)}
        if first_non_symbol_default
          options[:default] = defaults[0, defaults.index(first_non_symbol_default)]
        end
        return first_non_symbol_default
      end
",""
I18n::Backend::Fallbacks,exists?,"locale, key","locale => Symbol
key => Symbol
",(false or true),"      def exists?(locale, key)
        I18n.fallbacks[locale].each do |fallback|
          begin
            return true if super(fallback, key)
          rescue I18n::InvalidLocale
            # we do nothing when the locale is invalid, as this is a fallback anyways.
          end
        end

        false
      end
",""
I18n::Backend::Pluralization,pluralize,"locale, entry, count","locale => Symbol
entry => (Hash<Symbol, (Hash<Symbol, String> or String)> or Hash<Symbol, String> or Hash<Symbol, nil> or String)
count => (Float or Integer)
","(Hash<Symbol, (Hash<Symbol, String> or String)> or String)","      def pluralize(locale, entry, count)
        return entry unless entry.is_a?(Hash) && count

        pluralizer = pluralizer(locale)
        if pluralizer.respond_to?(:call)
          key = count == 0 && entry.has_key?(:zero) ? :zero : pluralizer.call(count)
          raise InvalidPluralizationData.new(entry, count, key) unless entry.has_key?(key)
          entry[key]
        else
          super
        end
      end
","# Overwrites the Base backend translate method so that it will check the
# translation meta data space (:i18n) for a locale specific pluralization
# rule and use it to pluralize the given entry. I.e. the library expects
# pluralization rules to be stored at I18n.t(:'i18n.plural.rule')
#
# Pluralization rules are expected to respond to #call(count) and
# return a pluralization key. Valid keys depend on the translation data
# hash (entry) but it is generally recommended to follow CLDR's style,
# i.e., return one of the keys :zero, :one, :few, :many, :other.
#
# The :zero key is always picked directly when count equals 0 AND the
# translation data has the key :zero. This way translators are free to
# either pick a special :zero translation even for languages where the
# pluralizer does not return a :zero key.
"
I18n::Backend::Pluralization,pluralizers,"","","(Hash<%bot, %bot> or Hash<Symbol, Proc> or Hash<Symbol, String>)","        def pluralizers
          @pluralizers ||= {}
        end
",""
I18n::Backend::Pluralization,pluralizer,locale,"locale => Symbol
",(Proc or String),"        def pluralizer(locale)
          pluralizers[locale] ||= I18n.t(:'i18n.plural.rule', :locale => locale, :resolve => false)
        end
",""
[s]I18n,cache_store,"","",ActiveSupport::Cache::MemoryStore,"    def cache_store
      @@cache_store
    end
",""
[s]I18n,cache_store=,store,"store => ActiveSupport::Cache::MemoryStore
",ActiveSupport::Cache::MemoryStore,"    def cache_store=(store)
      @@cache_store = store
    end
",""
[s]I18n,cache_namespace,"","",String,"    def cache_namespace
      @@cache_namespace
    end
",""
[s]I18n,cache_namespace=,namespace,"namespace => String
",String,"    def cache_namespace=(namespace)
      @@cache_namespace = namespace
    end
",""
[s]I18n,cache_key_digest,"","",Digest::MD5,"    def cache_key_digest
      @@cache_key_digest
    end
",""
[s]I18n,cache_key_digest=,key_digest,"key_digest => Digest::MD5
",Digest::MD5,"    def cache_key_digest=(key_digest)
      @@cache_key_digest = key_digest
    end
",""
[s]I18n,perform_caching?,"","",true,"    def perform_caching?
      !cache_store.nil?
    end
",""
I18n::Backend::Cache,translate,"locale, key, options","locale => Symbol
key => (String or Symbol)
options => (Hash<%bot, %bot> or Hash<Symbol, (Array<Symbol> or true)> or Hash<Symbol, (Date or true)> or Hash<Symbol, (DateTime or true)> or Hash<Symbol, (Integer or true)> or Hash<Symbol, (Proc or true)> or Hash<Symbol, (String or true)> or Hash<Symbol, (Symbol or true)> or Hash<Symbol, (Time or true)> or Hash<Symbol, (false or true)> or Hash<Symbol, (nil or true)> or Hash<Symbol, String> or Hash<Symbol, true>)
","(Array<String> or Hash<Symbol, (Hash<Symbol, String> or String)> or Hash<Symbol, String> or Proc or String or false or true)","      def translate(locale, key, options = EMPTY_HASH)
        I18n.perform_caching? ? fetch(cache_key(locale, key, options)) { super } : super
      end
",""
I18n::Backend::Cache,fetch,"cache_key, block","cache_key => String
block => nil
","(Array<String> or Hash<Symbol, (Hash<Symbol, String> or String)> or Hash<Symbol, String> or Proc or String or false or true)","        def fetch(cache_key, &block)
          result = _fetch(cache_key, &block)
          throw(:exception, result) if result.is_a?(MissingTranslation)
          result = result.dup if result.frozen? rescue result
          result
        end
",""
I18n::Backend::Cache,_fetch,"cache_key, block","cache_key => String
block => nil
","(Array<String> or Hash<Symbol, (Hash<Symbol, String> or String)> or Hash<Symbol, String> or I18n::MissingTranslation or Proc or String or false or true)","        def _fetch(cache_key, &block)
          result = I18n.cache_store.read(cache_key)
          return result unless result.nil?
          result = catch(:exception, &block)
          I18n.cache_store.write(cache_key, result) unless result.is_a?(Proc)
          result
        end
",""
I18n::Backend::Cache,cache_key,"locale, key, options","locale => Symbol
key => (String or Symbol)
options => (Hash<%bot, %bot> or Hash<Symbol, (Array<Symbol> or true)> or Hash<Symbol, (Date or String or true)> or Hash<Symbol, (Date or true)> or Hash<Symbol, (DateTime or String or true)> or Hash<Symbol, (DateTime or true)> or Hash<Symbol, (Integer or true)> or Hash<Symbol, (Proc or true)> or Hash<Symbol, (String or Time or true)> or Hash<Symbol, (String or true)> or Hash<Symbol, (Symbol or true)> or Hash<Symbol, (Time or true)> or Hash<Symbol, (false or true)> or Hash<Symbol, (nil or true)> or Hash<Symbol, Integer> or Hash<Symbol, true>)
",String,"        def cache_key(locale, key, options)
          # This assumes that only simple, native Ruby values are passed to I18n.translate.
          ""i18n/#{I18n.cache_namespace}/#{locale}/#{digest_item(key)}/#{digest_item(options)}""
        end
",""
I18n::Backend::Cache,digest_item,key,"key => (Hash<%bot, %bot> or Hash<Symbol, (Array<Symbol> or true)> or Hash<Symbol, (Date or String or true)> or Hash<Symbol, (Date or true)> or Hash<Symbol, (DateTime or String or true)> or Hash<Symbol, (DateTime or true)> or Hash<Symbol, (Integer or true)> or Hash<Symbol, (Proc or true)> or Hash<Symbol, (String or Time or true)> or Hash<Symbol, (String or true)> or Hash<Symbol, (Symbol or true)> or Hash<Symbol, (Time or true)> or Hash<Symbol, (false or true)> or Hash<Symbol, (nil or true)> or Hash<Symbol, Integer> or Hash<Symbol, true> or String or Symbol)
",(Integer or String),"        def digest_item(key)
          I18n.cache_key_digest ? I18n.cache_key_digest.hexdigest(key.to_s) : key.to_s.hash
        end
",""
I18n::Backend::Flatten,normalize_flat_keys,"locale, key, scope, separator","locale => (String or Symbol)
key => (Integer or String or Symbol)
scope => (Array<%bot> or Array<Symbol> or Symbol)
separator => String
",String,"      def normalize_flat_keys(locale, key, scope, separator)
        key = I18n::Backend::Flatten.normalize_flat_keys(locale, key, scope, separator)
        resolve_link(locale, key)
      end
","# Shortcut to I18n::Backend::Flatten.normalize_flat_keys
# and then resolve_links.
"
I18n::Backend::Flatten,links,"","",Concurrent::Map,"      def links
        @links ||= I18n.new_double_nested_cache
      end
","# Store flattened links.
"
I18n::Backend::Flatten,flatten_keys,"hash, escape, prev_key, block","hash => (Hash<Integer, String> or Hash<String, Array<(Integer or String)>> or Hash<String, Hash<String, String>> or Hash<String, String> or Hash<Symbol, (Array<String> or Hash<String, String> or Hash<Symbol, String> or String or false or true)> or Hash<Symbol, (Array<String> or Hash<Symbol, String>)> or Hash<Symbol, (Hash<Symbol, (Hash<Symbol, String> or String)> or String)> or Hash<Symbol, (Hash<Symbol, (Hash<Symbol, String> or String)> or Symbol)> or Hash<Symbol, (Hash<Symbol, (String or Symbol)> or String)> or Hash<Symbol, (Hash<Symbol, Hash<Symbol, Hash<Symbol, String>>> or Hash<Symbol, Hash<Symbol, Symbol>>)> or Hash<Symbol, (Hash<Symbol, String> or Hash<Symbol, Symbol>)> or Hash<Symbol, (Hash<Symbol, String> or String)> or Hash<Symbol, (Hash<Symbol, String> or Symbol)> or Hash<Symbol, (Hash<Symbol, Symbol> or String)> or Hash<Symbol, (String or Symbol)> or Hash<Symbol, Array<String>> or Hash<Symbol, Hash<String, Array<(Integer or String)>>> or Hash<Symbol, Hash<Symbol, (Array<String> or Hash<Symbol, String>)>> or Hash<Symbol, Hash<Symbol, (Hash<Symbol, String> or String)>> or Hash<Symbol, Hash<Symbol, Array<String>>> or Hash<Symbol, Hash<Symbol, Hash<Symbol, String>>> or Hash<Symbol, Hash<Symbol, String>> or Hash<Symbol, Hash<Symbol, Symbol>> or Hash<Symbol, String> or Hash<Symbol, Symbol> or Hash<Symbol, nil>)
escape => (false or true)
prev_key => Symbol
block => nil
","(Hash<Integer, String> or Hash<String, Array<(Integer or String)>> or Hash<String, Hash<String, String>> or Hash<String, String> or Hash<Symbol, (Array<String> or Hash<String, String> or Hash<Symbol, String> or String or false or true)> or Hash<Symbol, (Array<String> or Hash<Symbol, String>)> or Hash<Symbol, (Hash<Symbol, (Hash<Symbol, String> or String)> or String)> or Hash<Symbol, (Hash<Symbol, (Hash<Symbol, String> or String)> or Symbol)> or Hash<Symbol, (Hash<Symbol, (String or Symbol)> or String)> or Hash<Symbol, (Hash<Symbol, Hash<Symbol, Hash<Symbol, String>>> or Hash<Symbol, Hash<Symbol, Symbol>>)> or Hash<Symbol, (Hash<Symbol, String> or Hash<Symbol, Symbol>)> or Hash<Symbol, (Hash<Symbol, String> or String)> or Hash<Symbol, (Hash<Symbol, String> or Symbol)> or Hash<Symbol, (Hash<Symbol, Symbol> or String)> or Hash<Symbol, (String or Symbol)> or Hash<Symbol, Array<String>> or Hash<Symbol, Hash<String, Array<(Integer or String)>>> or Hash<Symbol, Hash<Symbol, (Array<String> or Hash<Symbol, String>)>> or Hash<Symbol, Hash<Symbol, (Hash<Symbol, String> or String)>> or Hash<Symbol, Hash<Symbol, Array<String>>> or Hash<Symbol, Hash<Symbol, Hash<Symbol, String>>> or Hash<Symbol, Hash<Symbol, String>> or Hash<Symbol, Hash<Symbol, Symbol>> or Hash<Symbol, String> or Hash<Symbol, Symbol> or Hash<Symbol, nil>)","      def flatten_keys(hash, escape, prev_key=nil, &block)
        hash.each_pair do |key, value|
          key = escape_default_separator(key) if escape
          curr_key = [prev_key, key].compact.join(FLATTEN_SEPARATOR).to_sym
          yield curr_key, value
          flatten_keys(value, escape, curr_key, &block) if value.is_a?(Hash)
        end
      end
","# Flatten keys for nested Hashes by chaining up keys:
#
#   >> { ""a"" => { ""b"" => { ""c"" => ""d"", ""e"" => ""f"" }, ""g"" => ""h"" }, ""i"" => ""j""}.wind
#   => { ""a.b.c"" => ""d"", ""a.b.e"" => ""f"", ""a.g"" => ""h"", ""i"" => ""j"" }
#
"
I18n::Backend::Flatten,flatten_translations,"locale, data, escape, subtree","locale => (String or Symbol)
data => (Hash<Integer, String> or Hash<String, Hash<String, String>> or Hash<String, String> or Hash<Symbol, (Array<String> or Hash<String, String> or Hash<Symbol, String> or String or false or true)> or Hash<Symbol, (Hash<Symbol, (Hash<Symbol, String> or String)> or String)> or Hash<Symbol, (Hash<Symbol, (Hash<Symbol, String> or String)> or Symbol)> or Hash<Symbol, (Hash<Symbol, (String or Symbol)> or String)> or Hash<Symbol, (Hash<Symbol, Hash<Symbol, Hash<Symbol, String>>> or Hash<Symbol, Hash<Symbol, Symbol>>)> or Hash<Symbol, (Hash<Symbol, String> or Hash<Symbol, Symbol>)> or Hash<Symbol, (Hash<Symbol, String> or Symbol)> or Hash<Symbol, (Hash<Symbol, Symbol> or String)> or Hash<Symbol, (String or Symbol)> or Hash<Symbol, Array<String>> or Hash<Symbol, Hash<String, Array<(Integer or String)>>> or Hash<Symbol, Hash<Symbol, (Array<String> or Hash<Symbol, String>)>> or Hash<Symbol, Hash<Symbol, (Hash<Symbol, String> or String)>> or Hash<Symbol, Hash<Symbol, Array<String>>> or Hash<Symbol, Hash<Symbol, String>> or Hash<Symbol, String> or Hash<Symbol, nil>)
escape => (false or true)
subtree => (false or true)
","(Hash<Symbol, (Array<(Integer or String)> or Hash<String, Array<(Integer or String)>>)> or Hash<Symbol, (Array<String> or Hash<String, String> or Hash<Symbol, String> or String or false or true)> or Hash<Symbol, (Array<String> or Hash<Symbol, (Array<String> or Hash<Symbol, String>)> or Hash<Symbol, String> or String)> or Hash<Symbol, (Array<String> or Hash<Symbol, Array<String>>)> or Hash<Symbol, (Hash<String, String> or String)> or Hash<Symbol, (Hash<Symbol, (Hash<Symbol, String> or String)> or Hash<Symbol, String> or String or Symbol)> or Hash<Symbol, (Hash<Symbol, (Hash<Symbol, String> or String)> or Hash<Symbol, String> or String)> or Hash<Symbol, (Hash<Symbol, (String or Symbol)> or String or Symbol)> or Hash<Symbol, (Hash<Symbol, Hash<Symbol, Hash<Symbol, String>>> or Hash<Symbol, Hash<Symbol, String>> or Hash<Symbol, Hash<Symbol, Symbol>> or Hash<Symbol, String> or Hash<Symbol, Symbol> or String or Symbol)> or Hash<Symbol, (Hash<Symbol, String> or Hash<Symbol, Symbol> or String or Symbol)> or Hash<Symbol, (Hash<Symbol, String> or String or Symbol)> or Hash<Symbol, (Hash<Symbol, String> or String)> or Hash<Symbol, (Hash<Symbol, Symbol> or String or Symbol)> or Hash<Symbol, (String or Symbol)> or Hash<Symbol, Array<String>> or Hash<Symbol, String> or Hash<Symbol, nil>)","      def flatten_translations(locale, data, escape, subtree)
        hash = {}
        flatten_keys(data, escape) do |key, value|
          if value.is_a?(Hash)
            hash[key] = value if subtree
          else
            store_link(locale, key, value) if value.is_a?(Symbol)
            hash[key] = value
          end
        end
        hash
      end
","# Receives a hash of translations (where the key is a locale and
# the value is another hash) and return a hash with all
# translations flattened.
#
# Nested hashes are included in the flattened hash just if subtree
# is true and Symbols are automatically stored as links.
"
I18n::Backend::Flatten,store_link,"locale, key, link","locale => (String or Symbol)
key => (String or Symbol)
link => (String or Symbol)
",String,"        def store_link(locale, key, link)
          links[locale.to_sym][key.to_s] = link.to_s
        end
",""
I18n::Backend::Flatten,resolve_link,"locale, key","locale => (String or Symbol)
key => String
",String,"        def resolve_link(locale, key)
          key, locale = key.to_s, locale.to_sym
          links = self.links[locale]

          if links.key?(key)
            links[key]
          elsif link = find_link(locale, key)
            store_link(locale, key, key.gsub(*link))
          else
            key
          end
        end
",""
I18n::Backend::Flatten,find_link,"locale, key","locale => Symbol
key => String
",Array<String>,"        def find_link(locale, key) #:nodoc:
          links[locale].each_pair do |from, to|
            return [from, to] if key[0, from.length] == from
          end && nil
        end
",""
I18n::Backend::Flatten,escape_default_separator,key,"key => (Integer or String or Symbol)
",String,"        def escape_default_separator(key) #:nodoc:
          I18n::Backend::Flatten.escape_default_separator(key)
        end
",""
[s]I18n::Backend::Metadata,included,base,"base => Class
",Symbol,"        def included(base)
          Object.class_eval do
            def translation_metadata
              unless self.frozen?
                @translation_metadata ||= {}
              else
                {}
              end
            end

            def translation_metadata=(translation_metadata)
              @translation_metadata = translation_metadata unless self.frozen?
            end
          end unless Object.method_defined?(:translation_metadata)
        end
",""
I18n::Backend::Metadata,translate,"locale, key, options","locale => Symbol
key => (String or Symbol)
options => (Hash<%bot, %bot> or Hash<Symbol, (Array<Symbol> or true)> or Hash<Symbol, (Date or true)> or Hash<Symbol, (DateTime or true)> or Hash<Symbol, (Hash<Symbol, String> or Integer)> or Hash<Symbol, (Integer or String)> or Hash<Symbol, (Integer or true)> or Hash<Symbol, (Proc or true)> or Hash<Symbol, (String or true)> or Hash<Symbol, (Symbol or true)> or Hash<Symbol, (Time or true)> or Hash<Symbol, (false or true)> or Hash<Symbol, (nil or true)> or Hash<Symbol, String> or Hash<Symbol, true>)
","(Array<String> or Hash<Symbol, (Hash<Symbol, String> or String)> or Hash<Symbol, String> or Proc or String or false or true)","      def translate(locale, key, options = EMPTY_HASH)
        metadata = {
          :locale    => locale,
          :key       => key,
          :scope     => options[:scope],
          :default   => options[:default],
          :separator => options[:separator],
          :values    => options.reject { |name, _value| RESERVED_KEYS.include?(name) }
        }
        with_metadata(metadata) { super }
      end
",""
I18n::Backend::Metadata,interpolate,"locale, entry, values","locale => Symbol
entry => (Array<String> or Hash<Symbol, (Hash<Symbol, String> or String)> or Hash<Symbol, String> or Proc or String or false or true)
values => (Hash<%bot, %bot> or Hash<Symbol, Integer> or Hash<Symbol, String>)
","(Array<String> or Hash<Symbol, (Hash<Symbol, String> or String)> or Hash<Symbol, String> or Proc or String or false or true)","      def interpolate(locale, entry, values = EMPTY_HASH)
        metadata = entry.translation_metadata.merge(:original => entry)
        with_metadata(metadata) { super }
      end
",""
I18n::Backend::Metadata,pluralize,"locale, entry, count","locale => Symbol
entry => (Hash<Symbol, (Hash<Symbol, String> or String)> or Hash<Symbol, String> or String)
count => Integer
","(Hash<Symbol, (Hash<Symbol, String> or String)> or String)","      def pluralize(locale, entry, count)
        with_metadata(:count => count) { super }
      end
",""
I18n::Backend::Metadata,with_metadata,"metadata, block","metadata => (Hash<Symbol, (Array<Symbol> or Hash<%bot, %bot> or Symbol)> or Hash<Symbol, (Hash<%bot, %bot> or String or Symbol)> or Hash<Symbol, (Hash<%bot, %bot> or Symbol)> or Hash<Symbol, (Hash<Symbol, (Hash<Symbol, String> or String)> or Hash<Symbol, Integer> or Integer or Symbol)> or Hash<Symbol, (Hash<Symbol, (Hash<Symbol, String> or String)> or Integer)> or Hash<Symbol, (Hash<Symbol, Integer> or Hash<Symbol, String> or Symbol)> or Hash<Symbol, (Hash<Symbol, Integer> or String or Symbol)> or Hash<Symbol, (Hash<Symbol, Integer> or Symbol)> or Hash<Symbol, (Hash<Symbol, Proc> or Symbol)> or Hash<Symbol, (Hash<Symbol, String> or String or Symbol)> or Hash<Symbol, (Hash<Symbol, String> or Symbol)> or Hash<Symbol, (Hash<Symbol, Symbol> or Symbol)> or Hash<Symbol, (Hash<Symbol, nil> or Symbol)> or Hash<Symbol, (Integer or String)> or Hash<Symbol, Array<String>> or Hash<Symbol, Hash<Symbol, String>> or Hash<Symbol, Integer> or Hash<Symbol, Proc> or Hash<Symbol, String> or Hash<Symbol, false> or Hash<Symbol, true>)
block => nil
","(Array<String> or Hash<Symbol, (Hash<Symbol, String> or String)> or Hash<Symbol, String> or Proc or String or false or true)","        def with_metadata(metadata, &block)
          result = yield
          result.translation_metadata = result.translation_metadata.merge(metadata) if result
          result
        end
",""
I18n::Backend::KeyValue::Implementation,initialize,"store, subtrees","store => Hash<%bot, %bot>
subtrees => (false or true)
","(Array<(Hash<%bot, %bot> or false)> or Array<(Hash<%bot, %bot> or true)>)","        def initialize(store, subtrees=true)
          @store, @subtrees = store, subtrees
        end
",""
I18n::Backend::KeyValue::Implementation,initialized?,"","",true,"        def initialized?
          !@store.nil?
        end
",""
I18n::Backend::KeyValue::Implementation,available_locales,"","",Array<Symbol>,"        def available_locales
          locales = @store.keys.map { |k| k =~ /\./; $` }
          locales.uniq!
          locales.compact!
          locales.map! { |k| k.to_sym }
          locales
        end
",""
I18n::Backend::KeyValue::Implementation,translations,"","","Hash<Symbol, Hash<Symbol, Hash<Symbol, String>>>","        def translations
          @translations = @store.keys.clone.map do |main_key|
            main_value = JSON.decode(@store[main_key])
            main_key.to_s.split(""."").reverse.inject(main_value) do |value, key|
              {key.to_sym => value}
            end
          end.inject{|hash, elem| hash.deep_merge!(elem)}.deep_symbolize_keys
        end
","# Queries the translations from the key-value store and converts
# them into a hash such as the one returned from loading the
# haml files
"
I18n::Backend::KeyValue::Implementation,subtrees?,"","",(false or true),"        def subtrees?
          @subtrees
        end
",""
I18n::Backend::KeyValue::Implementation,pluralize,"locale, entry, count","locale => Symbol
entry => (Hash<Symbol, String> or I18n::Backend::KeyValue::SubtreeProxy or String)
count => Integer
",String,"        def pluralize(locale, entry, count)
          if subtrees?
            super
          else
            return entry unless entry.is_a?(Hash)
            key = pluralization_key(entry, count)
            entry[key]
          end
        end
",""
I18n::Backend::KeyValue::SubtreeProxy,initialize,"master_key, store","master_key => String
store => Hash<String, String>
",nil,"        def initialize(master_key, store)
          @master_key = master_key
          @store = store
          @subtree = nil
        end
",""
I18n::Backend::KeyValue::SubtreeProxy,[],key,"key => Symbol
",String,"        def [](key)
          unless @subtree && value = @subtree[key]
            value = @store[""#{@master_key}.#{key}""]
            if value
              value = JSON.decode(value)
              (@subtree ||= {})[key] = value
            end
          end
          value
        end
",""
I18n::Backend::KeyValue::SubtreeProxy,is_a?,klass,"klass => Class
",(false or true),"        def is_a?(klass)
          Hash == klass || super
        end
",""
I18n::Backend::KeyValue::SubtreeProxy,nil?,"","",true,"        def nil?
          @subtree.nil?
        end
",""
I18n::Backend::Gettext::PoData,set_comment,"msgid_or_sym, comment","msgid_or_sym => String
comment => String
",nil,"        def set_comment(msgid_or_sym, comment)
          # ignore
        end
",""
I18n::Backend::Gettext,load_po,filename,"filename => String
","Hash<Symbol, Hash<String, (Hash<String, (Hash<Symbol, String> or String)> or Hash<Symbol, String> or String)>>","        def load_po(filename)
          locale = ::File.basename(filename, '.po').to_sym
          data = normalize(locale, parse(filename))
          { locale => data }
        end
",""
I18n::Backend::Gettext,parse,filename,"filename => String
","Hash<String, String>","        def parse(filename)
          GetText::PoParser.new.parse(::File.read(filename), PoData.new)
        end
",""
I18n::Backend::Gettext,normalize,"locale, data","locale => Symbol
data => Hash<String, String>
","Hash<String, (Hash<String, (Hash<Symbol, String> or String)> or Hash<Symbol, String> or String)>","        def normalize(locale, data)
          data.inject({}) do |result, (key, value)|
            unless key.nil? || key.empty?
              key = key.gsub(I18n::Gettext::CONTEXT_SEPARATOR, '|')
              key, value = normalize_pluralization(locale, key, value) if key.index(""\000"")

              parts = key.split('|').reverse
              normalized = parts.inject({}) do |_normalized, part|
                { part => _normalized.empty? ? value : _normalized }
              end

              result.deep_merge!(normalized)
            end
            result
          end
        end
",""
I18n::Backend::Gettext,normalize_pluralization,"locale, key, value","locale => Symbol
key => String
value => String
","Array<(Hash<Symbol, String> or String)>","        def normalize_pluralization(locale, key, value)
          # FIXME po_parser includes \000 chars that can not be turned into Symbols
          key = key.gsub(""\000"", I18n::Gettext::PLURAL_SEPARATOR).split(I18n::Gettext::PLURAL_SEPARATOR).first

          keys = I18n::Gettext.plural_keys(locale)
          values = value.split(""\000"")
          raise ""invalid number of plurals: #{values.size}, keys: #{keys.inspect} on #{locale} locale for msgid #{key.inspect} with values #{values.inspect}"" if values.size != keys.size

          result = {}
          values.each_with_index { |_value, ix| result[keys[ix]] = _value }
          [key, result]
        end
",""
I18n::Backend::Memoize,available_locales,"","",(Array<%bot> or Array<Symbol>),"      def available_locales
        @memoized_locales ||= super
      end
",""
I18n::Backend::Memoize,reload!,"","",(nil or true),"      def reload!
        reset_memoizations!
        super
      end
",""
I18n::Backend::Memoize,eager_load!,"","",true,"      def eager_load!
        memoized_lookup
        available_locales
        super
      end
",""
I18n::Backend::Memoize,memoized_lookup,"","",Concurrent::Map,"        def memoized_lookup
          @memoized_lookup ||= I18n.new_double_nested_cache
        end
",""
I18n::Backend::Memoize,reset_memoizations!,locale,"locale => (String or Symbol)
",Concurrent::Map,"        def reset_memoizations!(locale=nil)
          @memoized_locales = nil
          (locale ? memoized_lookup[locale.to_sym] : memoized_lookup).clear
        end
",""
I18n::Gettext::Helpers,N_,msgsid,"msgsid => String
",String,"      def N_(msgsid)
        msgsid
      end
","# Makes dynamic translation messages readable for the gettext parser.
# <tt>_(fruit)</tt> cannot be understood by the gettext parser. To help the parser find all your translations,
# you can add <tt>fruit = N_(""Apple"")</tt> which does not translate, but tells the parser: ""Apple"" needs translation.
# * msgid: the message id.
# * Returns: msgid.
"
I18n::Gettext::Helpers,sgettext,"msgid, separator","msgid => String
separator => String
",String,"      def sgettext(msgid, separator = '|')
        scope, msgid = I18n::Gettext.extract_scope(msgid, separator)
        I18n.t(msgid, :scope => scope, :default => msgid, :separator => separator)
      end
",""
I18n::Gettext::Helpers,pgettext,"msgctxt, msgid","msgctxt => String
msgid => String
",String,"      def pgettext(msgctxt, msgid)
        separator = I18n::Gettext::CONTEXT_SEPARATOR
        sgettext([msgctxt, msgid].join(separator), separator)
      end
",""
I18n::Gettext::Helpers,ngettext,"msgid, msgid_plural, n","msgid => (Array<String> or String)
msgid_plural => (Integer or String)
n => Integer
",String,"      def ngettext(msgid, msgid_plural, n = 1)
        nsgettext(msgid, msgid_plural, n)
      end
",""
I18n::Gettext::Helpers,nsgettext,"msgid, msgid_plural, n, separator","msgid => (Array<String> or String)
msgid_plural => (Integer or String)
n => Integer
separator => String
",String,"      def nsgettext(msgid, msgid_plural, n = 1, separator = '|')
        if msgid.is_a?(Array)
          msgid, msgid_plural, n, separator = msgid[0], msgid[1], msgid_plural, n
          separator = '|' unless separator.is_a?(::String)
        end

        scope, msgid = I18n::Gettext.extract_scope(msgid, separator)
        default = { :one => msgid, :other => msgid_plural }
        I18n.t(msgid, :default => default, :count => n, :scope => scope, :separator => separator)
      end
","# Method signatures:
#   nsgettext('Fruits|apple', 'apples', 2)
#   nsgettext(['Fruits|apple', 'apples'], 2)
"
