Class,Method,Parameter Names,Observed Arg Types,Observed Return Type,Source Code,Comments
CarrierWave::ActiveRecord,mount_base,"column, uploader, options, block","column => Symbol
uploader => Class
options => (Hash<%bot, %bot> or Hash<Symbol, Symbol>)
block => nil
",Symbol,"    def mount_base(column, uploader=nil, options={}, &block)
      super

      alias_method :read_uploader, :read_attribute
      alias_method :write_uploader, :write_attribute
      public :read_uploader
      public :write_uploader

      include CarrierWave::Validations::ActiveModel

      validates_integrity_of column if uploader_option(column.to_sym, :validate_integrity)
      validates_processing_of column if uploader_option(column.to_sym, :validate_processing)
      validates_download_of column if uploader_option(column.to_sym, :validate_download)

      before_save :""write_#{column}_identifier""
      after_save :""store_previous_changes_for_#{column}""
      after_commit :""remove_#{column}!"", :on => :destroy
      after_commit :""mark_remove_#{column}_false"", :on => :update
      after_commit :""remove_previously_stored_#{column}"", :on => :update
      after_commit :""store_#{column}!"", :on => [:create, :update]

      mod = Module.new
      prepend mod
      mod.class_eval <<-RUBY, __FILE__, __LINE__+1
        def #{column}=(new_file)
          column = _mounter(:#{column}).serialization_column
          if !(new_file.blank? && __send__(:#{column}).blank?)
            __send__(:""\#{column}_will_change!"")
          end

          super
        end

        def remove_#{column}=(value)
          column = _mounter(:#{column}).serialization_column
          result = super
          __send__(:""\#{column}_will_change!"") if _mounter(:#{column}).remove?
          result
        end

        def remove_#{column}!
          self.remove_#{column} = true
          write_#{column}_identifier
          self.remove_#{column} = false
          super
        end

        # Reset cached mounter on record reload
        def reload(*)
          @_mounters = nil
          super
        end

        # Reset cached mounter on record dup
        def initialize_dup(other)
          @_mounters = nil
          super
        end
      RUBY
    end
",""
CarrierWave::RMagick,width,"","",Integer,"    def width
      rmagick_image.columns
    end
","##
# Returns the width of the image.
#
# === Returns
#
# [Integer] the image's width in pixels
#
"
CarrierWave::RMagick,height,"","",Integer,"    def height
      rmagick_image.rows
    end
","##
# Returns the height of the image.
#
# === Returns
#
# [Integer] the image's height in pixels
#
"
CarrierWave::RMagick,manipulate!,"options, block","options => Hash<%bot, %bot>
block => nil
",Magick::Image,"    def manipulate!(options={}, &block)
      cache_stored_file! if !cached?

      read_block = create_info_block(options[:read])
      image = ::Magick::Image.read(current_path, &read_block)
      frames = ::Magick::ImageList.new

      image.each_with_index do |frame, index|
        frame = yield(*[frame, index, options].take(block.arity)) if block_given?
        frames << frame if frame
      end
      frames.append(true) if block_given?

      write_block = create_info_block(options[:write])

      if options[:format] || @format
        frames.write(""#{options[:format] || @format}:#{current_path}"", &write_block)
        move_to = current_path.chomp(File.extname(current_path)) + "".#{options[:format] || @format}""
        file.content_type = ::MiniMime.lookup_by_filename(move_to).content_type
        file.move_to(move_to, permissions, directory_permissions)
      else
        frames.write(current_path, &write_block)
      end

      destroy_image(frames)
    rescue ::Magick::ImageMagickError => e
      raise CarrierWave::ProcessingError, I18n.translate(:""errors.messages.rmagick_processing_error"", :e => e)
    end
","##
# Manipulate the image with RMagick. This method will load up an image
# and then pass each of its frames to the supplied block. It will then
# save the image to disk.
#
# === Gotcha
#
# This method assumes that the object responds to +current_path+.
# Any class that this module is mixed into must have a +current_path+ method.
# CarrierWave::Uploader does, so you won't need to worry about this in
# most cases.
#
# === Yields
#
# [Magick::Image] manipulations to perform
# [Integer] Frame index if the image contains multiple frames
# [Hash] options, see below
#
# === Options
#
# The options argument to this method is also yielded as the third
# block argument.
#
# Currently, the following options are defined:
#
# ==== :write
# A hash of assignments to be evaluated in the block given to the RMagick write call.
#
# An example:
#
#      manipulate! do |img, index, options|
#        options[:write] = {
#          :quality => 50,
#          :depth => 8
#        }
#        img
#      end
#
# This will translate to the following RMagick::Image#write call:
#
#     image.write do |img|
#       self.quality = 50
#       self.depth = 8
#     end
#
# ==== :read
# A hash of assignments to be given to the RMagick read call.
#
# The options available are identical to those for write, but are passed in directly, like this:
#
#     manipulate! :read => { :density => 300 }
#
# ==== :format
# Specify the output format. If unset, the filename extension is used to determine the format.
#
# === Raises
#
# [CarrierWave::ProcessingError] if manipulation failed.
#
"
CarrierWave::RMagick,create_info_block,options,"options => nil
",nil,"    def create_info_block(options)
      return nil unless options
      assignments = options.map { |k, v| ""self.#{k} = #{v}"" }
      code = ""lambda { |img| "" + assignments.join("";"") + ""}""
      eval code
    end
",""
CarrierWave::RMagick,destroy_image,image,"image => Magick::ImageList
",Magick::Image,"    def destroy_image(image)
      image.try(:destroy!)
    end
",""
CarrierWave::RMagick,rmagick_image,"","",Magick::Image,"    def rmagick_image
      ::Magick::Image.from_blob(self.read).first
    end
",""
CarrierWave::MiniMagick,width,"","",Integer,"    def width
      mini_magick_image[:width]
    end
","##
# Returns the width of the image in pixels.
#
# === Returns
#
# [Integer] the image's width in pixels
#
"
CarrierWave::MiniMagick,height,"","",Integer,"    def height
      mini_magick_image[:height]
    end
","##
# Returns the height of the image in pixels.
#
# === Returns
#
# [Integer] the image's height in pixels
#
"
CarrierWave::MiniMagick,mini_magick_image,"","",MiniMagick::Image,"      def mini_magick_image
        ::MiniMagick::Image.read(read)
      end
",""
CarrierWave::Storage::File,initialize,"","",nil,"      def initialize(*)
        super
        @cache_called = nil
      end
",""
CarrierWave::Storage::File,store!,file,"file => CarrierWave::SanitizedFile
",CarrierWave::SanitizedFile,"      def store!(file)
        path = ::File.expand_path(uploader.store_path, uploader.root)
        if uploader.move_to_store
          file.move_to(path, uploader.permissions, uploader.directory_permissions)
        else
          file.copy_to(path, uploader.permissions, uploader.directory_permissions)
        end
      end
","##
# Move the file to the uploader's store path.
#
# By default, store!() uses copy_to(), which operates by copying the file
# from the cache to the store, then deleting the file from the cache.
# If move_to_store() is overriden to return true, then store!() uses move_to(),
# which simply moves the file from cache to store.  Useful for large files.
#
# === Parameters
#
# [file (CarrierWave::SanitizedFile)] the file to store
#
# === Returns
#
# [CarrierWave::SanitizedFile] a sanitized file
#
"
CarrierWave::Storage::File,retrieve!,identifier,"identifier => String
",CarrierWave::SanitizedFile,"      def retrieve!(identifier)
        path = ::File.expand_path(uploader.store_path(identifier), uploader.root)
        CarrierWave::SanitizedFile.new(path)
      end
","##
# Retrieve the file from its store path
#
# === Parameters
#
# [identifier (String)] the filename of the file
#
# === Returns
#
# [CarrierWave::SanitizedFile] a sanitized file
#
"
CarrierWave::Storage::File,cache!,new_file,"new_file => (CarrierWave::SanitizedFile or RSpec::Mocks::Double)
",(CarrierWave::SanitizedFile or RSpec::Mocks::Double),"      def cache!(new_file)
        new_file.move_to(::File.expand_path(uploader.cache_path, uploader.root), uploader.permissions, uploader.directory_permissions, true)
      rescue Errno::EMLINK, Errno::ENOSPC => e
        raise(e) if @cache_called
        @cache_called = true

        # NOTE: Remove cached files older than 10 minutes
        clean_cache!(600)

        cache!(new_file)
      end
","##
# Stores given file to cache directory.
#
# === Parameters
#
# [new_file (File, IOString, Tempfile)] any kind of file object
#
# === Returns
#
# [CarrierWave::SanitizedFile] a sanitized file
#
"
CarrierWave::Storage::File,retrieve_from_cache!,identifier,"identifier => String
",CarrierWave::SanitizedFile,"      def retrieve_from_cache!(identifier)
        CarrierWave::SanitizedFile.new(::File.expand_path(uploader.cache_path(identifier), uploader.root))
      end
","##
# Retrieves the file with the given cache_name from the cache.
#
# === Parameters
#
# [cache_name (String)] uniquely identifies a cache file
#
# === Raises
#
# [CarrierWave::InvalidParameter] if the cache_name is incorrectly formatted.
#
"
CarrierWave::Storage::File,delete_dir!,path,"path => String
",Integer,"      def delete_dir!(path)
        if path
          begin
            Dir.rmdir(::File.expand_path(path, uploader.root))
          rescue Errno::ENOENT
            # Ignore: path does not exist
          rescue Errno::ENOTDIR
            # Ignore: path is not a dir
          rescue Errno::ENOTEMPTY, Errno::EEXIST
            # Ignore: dir is not empty
          end
        end
      end
","##
# Deletes a cache dir
#
"
CarrierWave::Storage::File,clean_cache!,seconds,"seconds => (ActiveSupport::Duration or Integer)
",Array<String>,"      def clean_cache!(seconds)
        Dir.glob(::File.expand_path(::File.join(uploader.cache_dir, '*'), CarrierWave.root)).each do |dir|
          # generate_cache_id returns key formated TIMEINT-PID(-COUNTER)-RND
          time = dir.scan(/(\d+)-\d+-\d+(?:-\d+)?/).first.map(&:to_i)
          time = Time.at(*time)
          if time < (Time.now.utc - seconds)
            FileUtils.rm_rf(dir)
          end
        end
      end
",""
[s]CarrierWave::Storage::Fog,connection_cache,"","","(Hash<%bot, %bot> or Hash<Hash<Symbol, String>, (Fog::AWS::Storage::Mock or Fog::Storage::GoogleXML::Mock)> or Hash<Hash<Symbol, String>, Fog::AWS::Storage::Mock>)","        def connection_cache
          @connection_cache ||= {}
        end
",""
[s]CarrierWave::Storage::Fog,eager_load,"","",Fog::AWS::Storage::Mock,"        def eager_load
          # see #1198. This will hopefully no longer be necessary in future release of fog
          fog_credentials = CarrierWave::Uploader::Base.fog_credentials
          if fog_credentials.present?
            CarrierWave::Storage::Fog.connection_cache[fog_credentials] ||= ::Fog::Storage.new(fog_credentials)
          end
        end
",""
CarrierWave::Storage::Fog,store!,file,"file => (CarrierWave::SanitizedFile or CarrierWave::Storage::Fog::File)
",CarrierWave::Storage::Fog::File,"      def store!(file)
        f = CarrierWave::Storage::Fog::File.new(uploader, self, uploader.store_path)
        f.store(file)
        f
      end
","##
# Store a file
#
# === Parameters
#
# [file (CarrierWave::SanitizedFile)] the file to store
#
# === Returns
#
# [CarrierWave::Storage::Fog::File] the stored file
#
"
CarrierWave::Storage::Fog,retrieve!,identifier,"identifier => String
",CarrierWave::Storage::Fog::File,"      def retrieve!(identifier)
        CarrierWave::Storage::Fog::File.new(uploader, self, uploader.store_path(identifier))
      end
","##
# Retrieve a file
#
# === Parameters
#
# [identifier (String)] unique identifier for file
#
# === Returns
#
# [CarrierWave::Storage::Fog::File] the stored file
#
"
CarrierWave::Storage::Fog,cache!,new_file,"new_file => (CarrierWave::SanitizedFile or CarrierWave::Storage::Fog::File)
",CarrierWave::Storage::Fog::File,"      def cache!(new_file)
        f = CarrierWave::Storage::Fog::File.new(uploader, self, uploader.cache_path)
        f.store(new_file)
        f
      end
","##
# Stores given file to cache directory.
#
# === Parameters
#
# [new_file (File, IOString, Tempfile)] any kind of file object
#
# === Returns
#
# [CarrierWave::SanitizedFile] a sanitized file
#
"
CarrierWave::Storage::Fog,retrieve_from_cache!,identifier,"identifier => String
",CarrierWave::Storage::Fog::File,"      def retrieve_from_cache!(identifier)
        CarrierWave::Storage::Fog::File.new(uploader, self, uploader.cache_path(identifier))
      end
","##
# Retrieves the file with the given cache_name from the cache.
#
# === Parameters
#
# [cache_name (String)] uniquely identifies a cache file
#
# === Raises
#
# [CarrierWave::InvalidParameter] if the cache_name is incorrectly formatted.
#
"
CarrierWave::Storage::Fog,delete_dir!,path,"path => String
",nil,"      def delete_dir!(path)
        # do nothing, because there's no such things as 'empty directory'
      end
","##
# Deletes a cache dir
#
"
CarrierWave::Storage::Fog,clean_cache!,seconds,"seconds => (ActiveSupport::Duration or Integer)
",(Array<%bot> or Array<Fog::AWS::Storage::File> or Array<Fog::Storage::GoogleXML::File>),"      def clean_cache!(seconds)
        connection.directories.new(
          :key    => uploader.fog_directory,
          :public => uploader.fog_public
        ).files.all(:prefix => uploader.cache_dir).each do |file|
          # generate_cache_id returns key formated TIMEINT-PID(-COUNTER)-RND
          time = file.key.scan(/(\d+)-\d+-\d+(?:-\d+)?/).first.map { |t| t.to_i }
          time = Time.at(*time)
          file.destroy if time < (Time.now.utc - seconds)
        end
      end
",""
CarrierWave::Storage::Fog,connection,"","",(Fog::AWS::Storage::Mock or Fog::Storage::GoogleXML::Mock),"      def connection
        @connection ||= begin
          options = credentials = uploader.fog_credentials
          self.class.connection_cache[credentials] ||= ::Fog::Storage.new(options)
        end
      end
",""
CarrierWave::Storage::Fog::File,authenticated_url,options,"options => (Hash<%bot, %bot> or Hash<Symbol, Hash<String, (Integer or String)>> or Hash<Symbol, Hash<String, String>> or Hash<Symbol, Time>)
",String,"        def authenticated_url(options = {})
          if ['AWS', 'Google', 'Rackspace', 'OpenStack', 'AzureRM', 'Aliyun'].include?(@uploader.fog_credentials[:provider])
            # avoid a get by using local references
            local_directory = connection.directories.new(:key => @uploader.fog_directory)
            local_file = local_directory.files.new(:key => path)
            expire_at = options[:expire_at] || ::Fog::Time.now + @uploader.fog_authenticated_url_expiration
            case @uploader.fog_credentials[:provider]
              when 'AWS', 'Google'
                # Older versions of fog-google do not support options as a parameter
                if url_options_supported?(local_file)
                  local_file.url(expire_at, options)
                else
                  warn ""Options hash not supported in #{local_file.class}. You may need to upgrade your Fog provider.""
                  local_file.url(expire_at)
                end
              when 'Rackspace', 'OpenStack'
                connection.get_object_https_url(@uploader.fog_directory, path, expire_at, options)
              when 'Aliyun'
                expire_at = expire_at - Time.now
                local_file.url(expire_at)
              else
                local_file.url(expire_at)
            end
          end
        end
","##
# Return a temporary authenticated url to a private file, if available
# Only supported for AWS, Rackspace, Google, AzureRM and Aliyun providers
#
# === Returns
#
# [String] temporary authenticated url
#   or
# [NilClass] no authenticated url available
#
"
CarrierWave::Storage::Fog::File,content_type,"","",String,"        def content_type
          @content_type || file.try(:content_type)
        end
","##
# Lookup value for file content-type header
#
# === Returns
#
# [String] value of content-type
#
"
CarrierWave::Storage::Fog::File,delete,"","",true,"        def delete
          # avoid a get by just using local reference
          directory.files.new(:key => path).destroy.tap do |result|
            @file = nil if result
          end
        end
","##
# Remove the file from service
#
# === Returns
#
# [Boolean] true for success or raises error
#
"
CarrierWave::Storage::Fog::File,extension,"","",String,"        def extension
          path_elements = path.split('.')
          path_elements.last if path_elements.size > 1
        end
","##
# Return extension of file
#
# === Returns
#
# [String] extension of file or nil if the file has no extension
#
"
CarrierWave::Storage::Fog::File,initialize,"uploader, base, path","uploader => (Class or FogSpecAWSUploader or FogSpecGoogleUploader)
base => CarrierWave::Storage::Fog
path => String
",(Array<(CarrierWave::Storage::Fog or Class or String)> or Array<(CarrierWave::Storage::Fog or FogSpecAWSUploader or String)> or Array<(CarrierWave::Storage::Fog or FogSpecGoogleUploader or String)> or Array<nil>),"        def initialize(uploader, base, path)
          @uploader, @base, @path, @content_type = uploader, base, path, nil
        end
",""
CarrierWave::Storage::Fog::File,read,"","",String,"        def read
          file_body = file.body

          return if file_body.nil?
          return file_body unless file_body.is_a?(::File)

          # Fog::Storage::XXX::File#body could return the source file which was upoloaded to the remote server.
          read_source_file(file_body) if ::File.exist?(file_body.path)

          # If the source file doesn't exist, the remote content is read
          @file = nil # rubocop:disable Gitlab/ModuleWithInstanceVariables
          file.body
        end
","##
# Read content of file from service
#
# === Returns
#
# [String] contents of file
"
CarrierWave::Storage::Fog::File,size,"","",Integer,"        def size
          file.nil? ? 0 : file.content_length
        end
","##
# Return size of file body
#
# === Returns
#
# [Integer] size of file body
#
"
CarrierWave::Storage::Fog::File,exists?,"","",false,"        def exists?
          !!file
        end
","##
# Check if the file exists on the remote service
#
# === Returns
#
# [Boolean] true if file exists or false
"
CarrierWave::Storage::Fog::File,store,new_file,"new_file => (CarrierWave::SanitizedFile or CarrierWave::Storage::Fog::File)
",true,"        def store(new_file)
          if new_file.is_a?(self.class)
            new_file.copy_to(path)
          else
            fog_file = new_file.to_file
            @content_type ||= new_file.content_type
            @file = directory.files.create({
              :body         => fog_file ? fog_file : new_file.read,
              :content_type => @content_type,
              :key          => path,
              :public       => @uploader.fog_public
            }.merge(@uploader.fog_attributes))
            fog_file.close if fog_file && !fog_file.closed?
          end
          true
        end
","##
# Write file to service
#
# === Returns
#
# [Boolean] true on success or raises error
"
CarrierWave::Storage::Fog::File,public_url,"","",String,"        def public_url
          encoded_path = encode_path(path)
          if host = @uploader.asset_host
            if host.respond_to? :call
              ""#{host.call(self)}/#{encoded_path}""
            else
              ""#{host}/#{encoded_path}""
            end
          else
            # AWS/Google optimized for speed over correctness
            case fog_provider
            when 'AWS'
              # check if some endpoint is set in fog_credentials
              if @uploader.fog_credentials.has_key?(:endpoint)
                ""#{@uploader.fog_credentials[:endpoint]}/#{@uploader.fog_directory}/#{encoded_path}""
              else
                protocol = @uploader.fog_use_ssl_for_aws ? ""https"" : ""http""

                subdomain_regex = /^(?:[a-z]|\d(?!\d{0,2}(?:\d{1,3}){3}$))(?:[a-z0-9\.]|(?![\-])|\-(?![\.])){1,61}[a-z0-9]$/
                valid_subdomain = @uploader.fog_directory.to_s =~ subdomain_regex && !(protocol == 'https' && @uploader.fog_directory =~ /\./)

                # if directory is a valid subdomain, use that style for access
                if valid_subdomain
                  s3_subdomain = @uploader.fog_aws_accelerate ? ""s3-accelerate"" : ""s3""
                  ""#{protocol}://#{@uploader.fog_directory}.#{s3_subdomain}.amazonaws.com/#{encoded_path}""
                else # directory is not a valid subdomain, so use path style for access
                  region = @uploader.fog_credentials[:region].to_s
                  host   = case region
                           when DEFAULT_S3_REGION, ''
                             's3.amazonaws.com'
                           else
                             ""s3.#{region}.amazonaws.com""
                           end
                  ""#{protocol}://#{host}/#{@uploader.fog_directory}/#{encoded_path}""
                end
              end
            when 'Google'
              # https://cloud.google.com/storage/docs/access-public-data
              ""https://storage.googleapis.com/#{@uploader.fog_directory}/#{encoded_path}""
            else
              # avoid a get by just using local reference
              directory.files.new(:key => path).public_url
            end
          end
        end
","##
# Return a url to a public file, if available
#
# === Returns
#
# [String] public url
#   or
# [NilClass] no public url available
#
"
CarrierWave::Storage::Fog::File,url,options,"options => (Hash<%bot, %bot> or Hash<Symbol, Hash<String, (Integer or String)>> or Hash<Symbol, Hash<String, String>>)
",String,"        def url(options = {})
          if !@uploader.fog_public
            authenticated_url(options)
          else
            public_url
          end
        end
","##
# Return url to file, if avaliable
#
# === Returns
#
# [String] url
#   or
# [NilClass] no url available
#
"
CarrierWave::Storage::Fog::File,filename,options,"options => Hash<%bot, %bot>
",String,"        def filename(options = {})
          return unless file_url = url(options)
          CGI.unescape(file_url.split('?').first).gsub(/.*\/(.*?$)/, '\1')
        end
","##
# Return file name, if available
#
# === Returns
#
# [String] file name
#   or
# [NilClass] no file name available
#
"
CarrierWave::Storage::Fog::File,copy_to,new_path,"new_path => String
",CarrierWave::Storage::Fog::File,"        def copy_to(new_path)
          connection.copy_object(@uploader.fog_directory, file.key, @uploader.fog_directory, new_path, acl_header)
          CarrierWave::Storage::Fog::File.new(@uploader, @base, new_path)
        end
","##
# Creates a copy of this file and returns it.
#
# === Parameters
#
# [new_path (String)] The path where the file should be copied to.
#
# === Returns
#
# @return [CarrierWave::Storage::Fog::File] the location where the file will be stored.
#
"
CarrierWave::Storage::Fog::File,connection,"","",(Fog::AWS::Storage::Mock or Fog::Storage::GoogleXML::Mock),"        def connection
          @base.connection
        end
","##
# connection to service
#
# === Returns
#
# [Fog::#{provider}::Storage] connection to service
#
"
CarrierWave::Storage::Fog::File,directory,"","",(Fog::AWS::Storage::Directory or Fog::Storage::GoogleXML::Directory),"        def directory
          @directory ||= begin
            connection.directories.new(
              :key    => @uploader.fog_directory,
              :public => @uploader.fog_public
            )
          end
        end
","##
# local reference to directory containing file
#
# === Returns
#
# [Fog::#{provider}::Directory] containing directory
#
"
CarrierWave::Storage::Fog::File,file,"","",(Fog::AWS::Storage::File or Fog::Storage::GoogleXML::File),"        def file
          @file ||= directory.files.head(path)
        end
","##
# lookup file
#
# === Returns
#
# [Fog::#{provider}::File] file data from remote service
#
"
CarrierWave::Storage::Fog::File,acl_header,"","","(Hash<%bot, %bot> or Hash<String, String>)","        def acl_header
          if fog_provider == 'AWS'
            { 'x-amz-acl' => @uploader.fog_public ? 'public-read' : 'private' }
          else
            {}
          end
        end
",""
CarrierWave::Storage::Fog::File,fog_provider,"","",String,"        def fog_provider
          @uploader.fog_credentials[:provider].to_s
        end
",""
CarrierWave::Storage::Fog::File,read_source_file,file_body,"file_body => File
",String,"        def read_source_file(file_body)
          return unless ::File.exist?(file_body.path)

          begin
            file_body = ::File.open(file_body.path) if file_body.closed? # Reopen if it's already closed
            file_body.read
          ensure
            file_body.close
          end
        end
",""
CarrierWave::Storage::Fog::File,url_options_supported?,local_file,"local_file => (Fog::AWS::Storage::File or Fog::Storage::GoogleXML::File)
",true,"        def url_options_supported?(local_file)
          parameters = local_file.method(:url).parameters
          parameters.count == 2 && parameters[1].include?(:options)
        end
",""
CarrierWave::Storage::Abstract,identifier,"","",String,"      def identifier
        uploader.filename
      end
",""
CarrierWave::Test::Matchers::BeIdenticalTo,initialize,expected,"expected => String
",String,"        def initialize(expected)
          @expected = expected
        end
",""
CarrierWave::Test::Matchers::BeIdenticalTo,matches?,actual,"actual => String
",true,"        def matches?(actual)
          @actual = actual
          FileUtils.identical?(@actual, @expected)
        end
",""
CarrierWave::Test::Matchers,be_identical_to,expected,"expected => String
",CarrierWave::Test::Matchers::BeIdenticalTo,"      def be_identical_to(expected)
        BeIdenticalTo.new(expected)
      end
",""
CarrierWave::Test::Matchers,have_permissions,expected,"expected => Integer
",CarrierWave::Test::Matchers::HavePermissions,"      def have_permissions(expected)
        HavePermissions.new(expected)
      end
",""
CarrierWave::Test::Matchers,have_directory_permissions,expected,"expected => Integer
",CarrierWave::Test::Matchers::HaveDirectoryPermissions,"      def have_directory_permissions(expected)
        HaveDirectoryPermissions.new(expected)
      end
",""
CarrierWave::Test::Matchers::HavePermissions,initialize,expected,"expected => Integer
",Integer,"        def initialize(expected)
          @expected = expected
        end
",""
CarrierWave::Test::Matchers::HaveDirectoryPermissions,initialize,expected,"expected => Integer
",Integer,"        def initialize(expected)
          @expected = expected
        end
",""
CarrierWave::Uploader::Serialization,serializable_hash,options,"options => nil
","(Hash<String, (Hash<String, String> or String)> or Hash<String, Hash<String, nil>> or Hash<String, String> or Hash<String, nil>)","      def serializable_hash(options = nil)
        {""url"" => url}.merge Hash[versions.map { |name, version| [name.to_s, { ""url"" => version.url }] }]
      end
",""
CarrierWave::Uploader::Serialization,as_json,options,"options => Hash<%bot, %bot>
","(Hash<String, (Hash<String, String> or String)> or Hash<String, Hash<String, nil>> or Hash<String, String> or Hash<String, nil>)","      def as_json(options=nil)
        serializable_hash
      end
",""
CarrierWave::Uploader::Serialization,to_json,options,"options => Hash<Symbol, String>
",String,"      def to_json(options=nil)
        JSON.generate(as_json)
      end
",""
CarrierWave::Uploader::Serialization,to_xml,options,"options => Hash<%bot, %bot>
",String,"      def to_xml(options={})
        merged_options = options.merge(:root => mounted_as || ""uploader"", :type => 'uploader')
        serializable_hash.to_xml(merged_options)
      end
",""
CarrierWave::Uploader::Processing::ClassMethods,process,args,"args => (Array<(RDL::Type::GenericType or RDL::Type::NominalType)> or Array<RDL::Type::GenericType> or Array<RDL::Type::NominalType>)
","(Hash<Symbol, (Array<Integer> or String)> or Hash<Symbol, Array<%bot>> or Hash<Symbol, Array<Integer>> or Hash<Symbol, String>)","        def process(*args)
          new_processors = args.inject({}) do |hash, arg|
            arg = { arg => [] } unless arg.is_a?(Hash)
            hash.merge!(arg)
          end

          condition = new_processors.delete(:if)
          new_processors.each do |processor, processor_args|
            self.processors += [[processor, processor_args, condition]]
          end
        end
","##
# Adds a processor callback which applies operations as a file is uploaded.
# The argument may be the name of any method of the uploader, expressed as a symbol,
# or a list of such methods, or a hash where the key is a method and the value is
# an array of arguments to call the method with
#
# === Parameters
#
# args (*Symbol, Hash{Symbol => Array[]})
#
# === Examples
#
#     class MyUploader < CarrierWave::Uploader::Base
#
#       process :sepiatone, :vignette
#       process :scale => [200, 200]
#       process :scale => [200, 200], :if => :image?
#       process :sepiatone, :if => :image?
#
#       def sepiatone
#         ...
#       end
#
#       def vignette
#         ...
#       end
#
#       def scale(height, width)
#         ...
#       end
#
#       def image?
#         ...
#       end
#
#     end
#
"
CarrierWave::Uploader::Processing,process!,new_file,"new_file => (CarrierWave::SanitizedFile or RSpec::Mocks::Double or String)
",Array<%bot>,"      def process!(new_file=nil)
        return unless enable_processing

        with_callbacks(:process, new_file) do
          self.class.processors.each do |method, args, condition|
            if(condition)
              if condition.respond_to?(:call)
                next unless condition.call(self, :args => args, :method => method, :file => new_file)
              else
                next unless self.send(condition, new_file)
              end
            end
            self.send(method, *args)
          end
        end
      end
","##
# Apply all process callbacks added through CarrierWave.process
#
"
CarrierWave::Uploader::Mountable,index,"","",Integer,"      def index
        model.__send__(:_mounter, mounted_as).uploaders.index(self)
      end
","##
# Returns array index of given uploader within currently mounted uploaders
#
"
CarrierWave::Uploader::Versions::ClassMethods,version,"name, options, block","name => Symbol
options => (Hash<%bot, %bot> or Hash<Symbol, Proc> or Hash<Symbol, Symbol>)
block => nil
",Class,"        def version(name, options = {}, &block)
          name = name.to_sym
          build_version(name, options)

          versions[name].class_eval(&block) if block
          versions[name]
        end
","##
# Adds a new version to this uploader
#
# === Parameters
#
# [name (#to_sym)] name of the version
# [options (Hash)] optional options hash
# [&block (Proc)] a block to eval on this version of the uploader
#
# === Examples
#
#     class MyUploader < CarrierWave::Uploader::Base
#
#       version :thumb do
#         process :scale => [200, 200]
#       end
#
#       version :preview, :if => :image? do
#         process :scale => [200, 200]
#       end
#
#     end
#
"
CarrierWave::Uploader::Versions::ClassMethods,recursively_apply_block_to_versions,block,"block => nil
","(Hash<%bot, %bot> or Hash<Symbol, Class>)","        def recursively_apply_block_to_versions(&block)
          versions.each do |name, version|
            version.class_eval(&block)
            version.recursively_apply_block_to_versions(&block)
          end
        end
",""
CarrierWave::Uploader::Versions::ClassMethods,build_version,"name, options","name => Symbol
options => (Hash<%bot, %bot> or Hash<Symbol, Proc> or Hash<Symbol, Symbol>)
","Hash<Symbol, Class>","        def build_version(name, options)
          if !versions.has_key?(name)
            uploader = Class.new(self)
            const_set(""Uploader#{uploader.object_id}"".tr('-', '_'), uploader)
            uploader.version_names += [name]
            uploader.versions = {}
            uploader.processors = []
            uploader.version_options = options

            uploader.class_eval <<-RUBY, __FILE__, __LINE__ + 1
              # Define the enable_processing method for versions so they get the
              # value from the parent class unless explicitly overwritten
              def self.enable_processing(value=nil)
                self.enable_processing = value if value
                if defined?(@enable_processing) && !@enable_processing.nil?
                  @enable_processing
                else
                  superclass.enable_processing
                end
              end

              # Regardless of what is set in the parent uploader, do not enforce the
              # move_to_cache config option on versions because it moves the original
              # file to the version's target file.
              #
              # If you want to enforce this setting on versions, override this method
              # in each version:
              #
              # version :thumb do
              #   def move_to_cache
              #     true
              #   end
              # end
              #
              def move_to_cache
                false
              end
            RUBY

            class_eval <<-RUBY, __FILE__, __LINE__ + 1
              def #{name}
                versions[:#{name}]
              end
            RUBY
          else
            uploader = Class.new(versions[name])
            const_set(""Uploader#{uploader.object_id}"".tr('-', '_'), uploader)
            uploader.processors = []
            uploader.version_options = uploader.version_options.merge(options)
          end

          # Add the current version hash to class attribute :versions
          self.versions = versions.merge(name => uploader)
        end
",""
CarrierWave::Uploader::Versions,version_name,"","",Symbol,"      def version_name
        self.class.version_names.join('_').to_sym unless self.class.version_names.blank?
      end
","##
# === Returns
#
# [String] the name of this version of the uploader
#
"
CarrierWave::Uploader::Versions,version_exists?,name,"name => Symbol
",true,"      def version_exists?(name)
        name = name.to_sym

        return false unless self.class.versions.has_key?(name)

        condition = self.class.versions[name].version_options[:if]
        if(condition)
          if(condition.respond_to?(:call))
            condition.call(self, :version => name, :file => file)
          else
            send(condition, file)
          end
        else
          true
        end
      end
","##
#
# === Parameters
#
# [name (#to_sym)] name of the version
#
# === Returns
#
# [Boolean] True when the version exists according to its :if condition
#
"
