Class,Method,Parameter Names,Observed Arg Types,Observed Return Type,Source Code,Comments
Sidekiq::Job,delete,"","",false,"    def delete
      count = Sidekiq.redis { |conn|
        conn.lrem(""queue:#{@queue}"", 1, @value)
      }
      count != 0
    end
","##
# Remove this job from the queue.
"
Sidekiq::Job,[],name,"name => String
",(Array<String> or Float or Integer or String),"    def [](name)
      # nil will happen if the JSON fails to parse.
      # We don't guarantee Sidekiq will work with bad job JSON but we should
      # make a best effort to minimize the damage.
      @item ? @item[name] : nil
    end
",""
Sidekiq::Job,uncompress_backtrace,backtrace,"backtrace => (Array<String> or String)
",Array<String>,"    def uncompress_backtrace(backtrace)
      if backtrace.is_a?(Array)
        # Handle old jobs with raw Array backtrace format
        backtrace
      else
        decoded = Base64.decode64(backtrace)
        uncompressed = Zlib::Inflate.inflate(decoded)
        begin
          Sidekiq.load_json(uncompressed)
        rescue
          # Handle old jobs with marshalled backtrace format
          # TODO Remove in 7.x
          Marshal.load(uncompressed)
        end
      end
    end
",""
Sidekiq::SortedEntry,initialize,"parent, score, item","parent => (Sidekiq::DeadSet or Sidekiq::RetrySet or Sidekiq::ScheduledSet)
score => Float
item => String
",(Sidekiq::DeadSet or Sidekiq::RetrySet or Sidekiq::ScheduledSet),"    def initialize(parent, score, item)
      super(item)
      @score = score
      @parent = parent
    end
",""
Sidekiq::SortedEntry,at,"","",Time,"    def at
      Time.at(score).utc
    end
",""
Sidekiq::SortedEntry,delete,"","",true,"    def delete
      if @value
        @parent.delete_by_value(@parent.name, @value)
      else
        @parent.delete_by_jid(score, jid)
      end
    end
",""
Sidekiq::SortedEntry,reschedule,at,"at => (Float or Time)
",Float,"    def reschedule(at)
      Sidekiq.redis do |conn|
        conn.zincrby(@parent.name, at.to_f - @score, Sidekiq.dump_json(@item))
      end
    end
",""
Sidekiq::SortedEntry,kill,"","",true,"    def kill
      remove_job do |message|
        DeadSet.new.kill(message)
      end
    end
","##
# Place job in the dead set
"
Sidekiq::SortedEntry,error?,"","",(false or true),"    def error?
      !!item[""error_class""]
    end
",""
Sidekiq::SortedEntry,remove_job,"","",true,"    def remove_job
      Sidekiq.redis do |conn|
        results = conn.multi {
          conn.zrangebyscore(parent.name, score, score)
          conn.zremrangebyscore(parent.name, score, score)
        }.first

        if results.size == 1
          yield results.first
        else
          # multiple jobs with the same score
          # find the one with the right JID and push it
          matched, nonmatched = results.partition { |message|
            if message.index(jid)
              msg = Sidekiq.load_json(message)
              msg[""jid""] == jid
            else
              false
            end
          }

          msg = matched.first
          yield msg if msg

          # push the rest back onto the sorted set
          conn.multi do
            nonmatched.each do |message|
              conn.zadd(parent.name, score.to_f.to_s, message)
            end
          end
        end
      end
    end
",""
Sidekiq::SortedSet,initialize,name,"name => String
",Integer,"    def initialize(name)
      @name = name
      @_size = size
    end
",""
Sidekiq::SortedSet,size,"","",Integer,"    def size
      Sidekiq.redis { |c| c.zcard(name) }
    end
",""
Sidekiq::SortedSet,scan,"match, count","match => String
count => Integer
",Enumerator,"    def scan(match, count = 100)
      return to_enum(:scan, match, count) unless block_given?

      match = ""*#{match}*"" unless match.include?(""*"")
      Sidekiq.redis do |conn|
        conn.zscan_each(name, match: match, count: count) do |entry, score|
          yield SortedEntry.new(self, score, entry)
        end
      end
    end
",""
Sidekiq::SortedSet,clear,"","",Integer,"    def clear
      Sidekiq.redis do |conn|
        conn.del(name)
      end
    end
",""
Sidekiq::JobSet,schedule,"timestamp, message","timestamp => Float
message => (Hash<String, (Array<Integer> or Float or String)> or Hash<String, (Array<Integer> or String)>)
",true,"    def schedule(timestamp, message)
      Sidekiq.redis do |conn|
        conn.zadd(name, timestamp.to_f.to_s, Sidekiq.dump_json(message))
      end
    end
",""
Sidekiq::JobSet,each,"","",nil,"    def each
      initial_size = @_size
      offset_size = 0
      page = -1
      page_size = 50

      loop do
        range_start = page * page_size + offset_size
        range_end = range_start + page_size - 1
        elements = Sidekiq.redis { |conn|
          conn.zrange name, range_start, range_end, with_scores: true
        }
        break if elements.empty?
        page -= 1
        elements.reverse_each do |element, score|
          yield SortedEntry.new(self, score, element)
        end
        offset_size = initial_size - @_size
      end
    end
",""
Sidekiq::JobSet,fetch,"score, jid","score => (Float or Range)
jid => String
",(Array<%bot> or Array<Sidekiq::SortedEntry>),"    def fetch(score, jid = nil)
      begin_score, end_score =
        if score.is_a?(Range)
          [score.first, score.last]
        else
          [score, score]
        end

      elements = Sidekiq.redis { |conn|
        conn.zrangebyscore(name, begin_score, end_score, with_scores: true)
      }

      elements.each_with_object([]) do |element, result|
        data, job_score = element
        entry = SortedEntry.new(self, job_score, data)
        result << entry if jid.nil? || entry.jid == jid
      end
    end
","##
# Fetch jobs that match a given time or Range. Job ID is an
# optional second argument.
"
Sidekiq::JobSet,find_job,jid,"jid => String
",Sidekiq::SortedEntry,"    def find_job(jid)
      Sidekiq.redis do |conn|
        conn.zscan_each(name, match: ""*#{jid}*"", count: 100) do |entry, score|
          job = JSON.parse(entry)
          matched = job[""jid""] == jid
          return SortedEntry.new(self, score, entry) if matched
        end
      end
      nil
    end
","##
# Find the job with the given JID within this sorted set.
# This is a slower O(n) operation.  Do not use for app logic.
"
Sidekiq::JobSet,delete_by_value,"name, value","name => String
value => String
",true,"    def delete_by_value(name, value)
      Sidekiq.redis do |conn|
        ret = conn.zrem(name, value)
        @_size -= 1 if ret
        ret
      end
    end
",""
Sidekiq::ScheduledSet,initialize,"","",Integer,"    def initialize
      super ""schedule""
    end
",""
Sidekiq::RetrySet,initialize,"","",Integer,"    def initialize
      super ""retry""
    end
",""
Sidekiq::DeadSet,initialize,"","",Integer,"    def initialize
      super ""dead""
    end
",""
Sidekiq::DeadSet,kill,"message, opts","message => String
opts => (Hash<%bot, %bot> or Hash<Symbol, false>)
",true,"    def kill(message, opts = {})
      now = Time.now.to_f
      Sidekiq.redis do |conn|
        conn.multi do
          conn.zadd(name, now.to_s, message)
          conn.zremrangebyscore(name, ""-inf"", now - self.class.timeout)
          conn.zremrangebyrank(name, 0, - self.class.max_jobs)
        end
      end

      if opts[:notify_failure] != false
        job = Sidekiq.load_json(message)
        r = RuntimeError.new(""Job killed by API"")
        r.set_backtrace(caller)
        Sidekiq.death_handlers.each do |handle|
          handle.call(job, r)
        end
      end
      true
    end
",""
Sidekiq::ProcessSet,initialize,clean_plz,"clean_plz => true
",Integer,"    def initialize(clean_plz = true)
      cleanup if clean_plz
    end
",""
Sidekiq::ProcessSet,cleanup,"","",Integer,"    def cleanup
      count = 0
      Sidekiq.redis do |conn|
        procs = conn.sscan_each(""processes"").to_a.sort
        heartbeats = conn.pipelined {
          procs.each do |key|
            conn.hget(key, ""info"")
          end
        }

        # the hash named key has an expiry of 60 seconds.
        # if it's not found, that means the process has not reported
        # in to Redis and probably died.
        to_prune = procs.select.with_index { |proc, i|
          heartbeats[i].nil?
        }
        count = conn.srem(""processes"", to_prune) unless to_prune.empty?
      end
      count
    end
","# Cleans up dead processes recorded in Redis.
# Returns the number of processes cleaned.
"
Sidekiq::ProcessSet,each,"","",(Array<%bot> or Array<Array<String>>),"    def each
      result = Sidekiq.redis { |conn|
        procs = conn.sscan_each(""processes"").to_a.sort

        # We're making a tradeoff here between consuming more memory instead of
        # making more roundtrips to Redis, but if you have hundreds or thousands of workers,
        # you'll be happier this way
        conn.pipelined do
          procs.each do |key|
            conn.hmget(key, ""info"", ""busy"", ""beat"", ""quiet"")
          end
        end
      }

      result.each do |info, busy, at_s, quiet|
        # If a process is stopped between when we query Redis for `procs` and
        # when we query for `result`, we will have an item in `result` that is
        # composed of `nil` values.
        next if info.nil?

        hash = Sidekiq.load_json(info)
        yield Process.new(hash.merge(""busy"" => busy.to_i, ""beat"" => at_s.to_f, ""quiet"" => quiet))
      end
    end
",""
Sidekiq::ProcessSet,size,"","",Integer,"    def size
      Sidekiq.redis { |conn| conn.scard(""processes"") }
    end
","# This method is not guaranteed accurate since it does not prune the set
# based on current heartbeat.  #each does that and ensures the set only
# contains Sidekiq processes which have sent a heartbeat within the last
# 60 seconds.
"
Sidekiq::ProcessSet,leader,"","",String,"    def leader
      @leader ||= begin
        x = Sidekiq.redis { |c| c.get(""dear-leader"") }
        # need a non-falsy value so we can memoize
        x ||= """"
        x
      end
    end
","# Returns the identity of the current cluster leader or """" if no leader.
# This is a Sidekiq Enterprise feature, will always return """" in Sidekiq
# or Sidekiq Pro.
"
Sidekiq::Process,initialize,hash,"hash => (Hash<String, (Array<%bot> or Array<String> or Float or Integer)> or Hash<String, (Array<%bot> or Float or Integer or String)> or Hash<String, (Float or Integer or String)> or Hash<String, String>)
","(Hash<String, (Array<%bot> or Array<String> or Float or Integer)> or Hash<String, (Array<%bot> or Float or Integer or String)> or Hash<String, (Float or Integer or String)> or Hash<String, String>)","    def initialize(hash)
      @attribs = hash
    end
",""
Sidekiq::Process,tag,"","",nil,"    def tag
      self[""tag""]
    end
",""
Sidekiq::Process,labels,"","",(Array<%bot> or Array<String>),"    def labels
      Array(self[""labels""])
    end
",""
Sidekiq::Process,[],key,"key => String
",(Array<%bot> or Array<String> or Float or Integer or String),"    def [](key)
      @attribs[key]
    end
",""
Sidekiq::Process,identity,"","",String,"    def identity
      self[""identity""]
    end
",""
Sidekiq::Process,quiet!,"","",Array<(Integer or true)>,"    def quiet!
      signal(""TSTP"")
    end
",""
Sidekiq::Process,stop!,"","",Array<(Integer or true)>,"    def stop!
      signal(""TERM"")
    end
",""
Sidekiq::Process,stopping?,"","",false,"    def stopping?
      self[""quiet""] == ""true""
    end
",""
Sidekiq::Process,signal,sig,"sig => String
",Array<(Integer or true)>,"    def signal(sig)
      key = ""#{identity}-signals""
      Sidekiq.redis do |c|
        c.multi do
          c.lpush(key, sig)
          c.expire(key, 60)
        end
      end
    end
",""
Sidekiq::Workers,each,"","",(Array<%bot> or Array<String>),"    def each
      Sidekiq.redis do |conn|
        procs = conn.sscan_each(""processes"").to_a
        procs.sort.each do |key|
          valid, workers = conn.pipelined {
            conn.exists(key)
            conn.hgetall(""#{key}:workers"")
          }
          next unless valid
          workers.each_pair do |tid, json|
            hsh = Sidekiq.load_json(json)
            p = hsh[""payload""]
            # avoid breaking API, this is a side effect of the JSON optimization in #4316
            hsh[""payload""] = Sidekiq.load_json(p) if p.is_a?(String)
            yield key, tid, hsh
          end
        end
      end
    end
",""
Sidekiq::Workers,size,"","",Integer,"    def size
      Sidekiq.redis do |conn|
        procs = conn.sscan_each(""processes"").to_a
        if procs.empty?
          0
        else
          conn.pipelined {
            procs.each do |key|
              conn.hget(key, ""busy"")
            end
          }.sum(&:to_i)
        end
      end
    end
","# Note that #size is only as accurate as Sidekiq's heartbeat,
# which happens every 5 seconds.  It is NOT real-time.
#
# Not very efficient if you have lots of Sidekiq
# processes but the alternative is a global counter
# which can easily get out of sync with crashy processes.
"
[s]Sidekiq::RedisConnection,create,options,"options => (Hash<%bot, %bot> or Hash<Symbol, (Array<Hash<Symbol, (Integer or String)>> or String)> or Hash<Symbol, (Integer or String)> or Hash<Symbol, Object> or Hash<Symbol, String> or Hash<Symbol, nil>)
",ConnectionPool,"      def create(options = {})
        options.keys.each do |key|
          options[key.to_sym] = options.delete(key)
        end

        options[:id] = ""Sidekiq-#{Sidekiq.server? ? ""server"" : ""client""}-PID-#{::Process.pid}"" unless options.key?(:id)
        options[:url] ||= determine_redis_provider

        size = if options[:size]
          options[:size]
        elsif Sidekiq.server?
          # Give ourselves plenty of connections.  pool is lazy
          # so we won't create them until we need them.
          Sidekiq.options[:concurrency] + 5
        elsif ENV[""RAILS_MAX_THREADS""]
          Integer(ENV[""RAILS_MAX_THREADS""])
        else
          5
        end

        verify_sizing(size, Sidekiq.options[:concurrency]) if Sidekiq.server?

        pool_timeout = options[:pool_timeout] || 1
        log_info(options)

        ConnectionPool.new(timeout: pool_timeout, size: size) do
          build_client(options)
        end
      end
",""
[s]Sidekiq::RedisConnection,verify_sizing,"size, concurrency","size => Integer
concurrency => Integer
",nil,"      def verify_sizing(size, concurrency)
        raise ArgumentError, ""Your Redis connection pool is too small for Sidekiq to work. Your pool has #{size} connections but must have at least #{concurrency + 2}"" if size < (concurrency + 2)
      end
","# Sidekiq needs a lot of concurrent Redis connections.
#
# We need a connection for each Processor.
# We need a connection for Pro's real-time change listener
# We need a connection to various features to call Redis every few seconds:
#   - the process heartbeat.
#   - enterprise's leader election
#   - enterprise's cron support
"
[s]Sidekiq::RedisConnection,build_client,options,"options => (Hash<Symbol, (Integer or String)> or Hash<Symbol, Object> or Hash<Symbol, String> or Hash<Symbol, nil>)
",(Redis or Redis::Namespace),"      def build_client(options)
        namespace = options[:namespace]

        client = Redis.new client_opts(options)
        if namespace
          begin
            require ""redis/namespace""
            Redis::Namespace.new(namespace, redis: client)
          rescue LoadError
            Sidekiq.logger.error(""Your Redis configuration uses the namespace '#{namespace}' but the redis-namespace gem is not included in the Gemfile."" \
                                 ""Add the gem to your Gemfile to continue using a namespace. Otherwise, remove the namespace parameter."")
            exit(-127)
          end
        else
          client
        end
      end
",""
[s]Sidekiq::RedisConnection,client_opts,options,"options => (Hash<Symbol, (Integer or String)> or Hash<Symbol, Object> or Hash<Symbol, String> or Hash<Symbol, nil>)
","(Hash<Symbol, (Class or Integer or String)> or Hash<Symbol, (Class or Integer)> or Hash<Symbol, Object>)","      def client_opts(options)
        opts = options.dup
        if opts[:namespace]
          opts.delete(:namespace)
        end

        if opts[:network_timeout]
          opts[:timeout] = opts[:network_timeout]
          opts.delete(:network_timeout)
        end

        opts[:driver] ||= Redis::Connection.drivers.last || ""ruby""

        # Issue #3303, redis-rb will silently retry an operation.
        # This can lead to duplicate jobs if Sidekiq::Client's LPUSH
        # is performed twice but I believe this is much, much rarer
        # than the reconnect silently fixing a problem; we keep it
        # on by default.
        opts[:reconnect_attempts] ||= 1

        opts
      end
",""
[s]Sidekiq::RedisConnection,log_info,options,"options => (Hash<Symbol, (Array<Hash<Symbol, (Integer or String)>> or String)> or Hash<Symbol, (Integer or String)> or Hash<Symbol, Object> or Hash<Symbol, String> or Hash<Symbol, nil>)
",(Integer or true),"      def log_info(options)
        # Don't log Redis AUTH password
        redacted = ""REDACTED""
        scrubbed_options = options.dup
        if scrubbed_options[:url] && (uri = URI.parse(scrubbed_options[:url])) && uri.password
          uri.password = redacted
          scrubbed_options[:url] = uri.to_s
        end
        if scrubbed_options[:password]
          scrubbed_options[:password] = redacted
        end
        scrubbed_options[:sentinels]&.each do |sentinel|
          sentinel[:password] = redacted if sentinel[:password]
        end
        if Sidekiq.server?
          Sidekiq.logger.info(""Booting Sidekiq #{Sidekiq::VERSION} with redis options #{scrubbed_options}"")
        else
          Sidekiq.logger.debug(""#{Sidekiq::NAME} client with redis options #{scrubbed_options}"")
        end
      end
",""
[s]Sidekiq::RedisConnection,determine_redis_provider,"","",String,"      def determine_redis_provider
        # If you have this in your environment:
        # MY_REDIS_URL=redis://hostname.example.com:1238/4
        # then set:
        # REDIS_PROVIDER=MY_REDIS_URL
        # and Sidekiq will find your custom URL variable with no custom
        # initialization code at all.
        #
        p = ENV[""REDIS_PROVIDER""]
        if p && p =~ /\:/
          raise <<~EOM
            REDIS_PROVIDER should be set to the name of the variable which contains the Redis URL, not a URL itself.
            Platforms like Heroku will sell addons that publish a *_URL variable.  You need to tell Sidekiq with REDIS_PROVIDER, e.g.:

            REDISTOGO_URL=redis://somehost.example.com:6379/4
            REDIS_PROVIDER=REDISTOGO_URL
          EOM
        end

        ENV[
          p || ""REDIS_URL""
        ]
      end
",""
Sidekiq::CLI,parse,args,"args => Array<String>
",Array<Symbol>,"    def parse(args = ARGV)
      setup_options(args)
      initialize_logger
      validate!
    end
",""
Sidekiq::CLI,jruby?,"","",nil,"    def jruby?
      defined?(::JRUBY_VERSION)
    end
",""
Sidekiq::CLI,run,"","",nil,"    def run
      boot_system
      if environment == ""development"" && $stdout.tty? && Sidekiq.log_formatter.is_a?(Sidekiq::Logger::Formatters::Pretty)
        print_banner
      end
      logger.info ""Booted Rails #{::Rails.version} application in #{environment} environment"" if rails_app?

      self_read, self_write = IO.pipe
      sigs = %w[INT TERM TTIN TSTP]
      # USR1 and USR2 don't work on the JVM
      sigs << ""USR2"" unless jruby?
      sigs.each do |sig|
        trap sig do
          self_write.puts(sig)
        end
      rescue ArgumentError
        puts ""Signal #{sig} not supported""
      end

      logger.info ""Running in #{RUBY_DESCRIPTION}""
      logger.info Sidekiq::LICENSE
      logger.info ""Upgrade to Sidekiq Pro for more features and support: http://sidekiq.org"" unless defined?(::Sidekiq::Pro)

      # touch the connection pool so it is created before we
      # fire startup and start multithreading.
      ver = Sidekiq.redis_info[""redis_version""]
      raise ""You are connecting to Redis v#{ver}, Sidekiq requires Redis v4.0.0 or greater"" if ver < ""4""

      # Since the user can pass us a connection pool explicitly in the initializer, we
      # need to verify the size is large enough or else Sidekiq's performance is dramatically slowed.
      cursize = Sidekiq.redis_pool.size
      needed = Sidekiq.options[:concurrency] + 2
      raise ""Your pool of #{cursize} Redis connections is too small, please increase the size to at least #{needed}"" if cursize < needed

      # cache process identity
      Sidekiq.options[:identity] = identity

      # Touch middleware so it isn't lazy loaded by multiple threads, #3043
      Sidekiq.server_middleware

      # Before this point, the process is initializing with just the main thread.
      # Starting here the process will now have multiple threads running.
      fire_event(:startup, reverse: false, reraise: true)

      logger.debug { ""Client Middleware: #{Sidekiq.client_middleware.map(&:klass).join("", "")}"" }
      logger.debug { ""Server Middleware: #{Sidekiq.server_middleware.map(&:klass).join("", "")}"" }

      launch(self_read)
    end
","# Code within this method is not tested because it alters
# global process state irreversibly.  PRs which improve the
# test coverage of Sidekiq::CLI are welcomed.
"
Sidekiq::CLI,handle_signal,sig,"sig => String
",(Array<Thread> or Integer),"    def handle_signal(sig)
      Sidekiq.logger.debug ""Got #{sig} signal""
      SIGNAL_HANDLERS[sig].call(self)
    end
",""
Sidekiq::CLI,print_banner,"","",nil,"    def print_banner
      puts ""\e[31m""
      puts Sidekiq::CLI.banner
      puts ""\e[0m""
    end
",""
Sidekiq::CLI,set_environment,cli_env,"cli_env => String
",String,"    def set_environment(cli_env)
      @environment = cli_env || ENV[""RAILS_ENV""] || ENV[""RACK_ENV""] || ""development""
    end
",""
Sidekiq::CLI,setup_options,args,"args => Array<String>
","(Hash<Symbol, (Array<%bot> or Array<Sidekiq::ExceptionHandler::Logger> or Array<String> or Hash<Symbol, Array<%bot>> or Integer or Proc or String or false)> or Hash<Symbol, (Array<%bot> or Array<Sidekiq::ExceptionHandler::Logger> or Array<String> or Hash<Symbol, Array<%bot>> or Integer or Proc or String or true)>)","    def setup_options(args)
      # parse CLI options
      opts = parse_options(args)

      set_environment opts[:environment]

      # check config file presence
      if opts[:config_file]
        unless File.exist?(opts[:config_file])
          raise ArgumentError, ""No such file #{opts[:config_file]}""
        end
      else
        config_dir = if File.directory?(opts[:require].to_s)
          File.join(opts[:require], ""config"")
        else
          File.join(options[:require], ""config"")
        end

        %w[sidekiq.yml sidekiq.yml.erb].each do |config_file|
          path = File.join(config_dir, config_file)
          opts[:config_file] ||= path if File.exist?(path)
        end
      end

      # parse config file options
      opts = parse_config(opts[:config_file]).merge(opts) if opts[:config_file]

      # set defaults
      opts[:queues] = [""default""] if opts[:queues].nil? || opts[:queues].empty?
      opts[:strict] = true if opts[:strict].nil?
      opts[:concurrency] = Integer(ENV[""RAILS_MAX_THREADS""]) if opts[:concurrency].nil? && ENV[""RAILS_MAX_THREADS""]

      # merge with defaults
      options.merge!(opts)
    end
",""
Sidekiq::CLI,options,"","","(Hash<Symbol, (Array<%bot> or Array<Sidekiq::ExceptionHandler::Logger> or Array<String> or Hash<Symbol, Array<%bot>> or Integer or Proc or String or false)> or Hash<Symbol, (Array<%bot> or Array<Sidekiq::ExceptionHandler::Logger> or Array<String> or Hash<Symbol, Array<%bot>> or Integer or Proc or String or true)> or Hash<Symbol, (Array<%bot> or Array<Sidekiq::ExceptionHandler::Logger> or Hash<Symbol, (Array<%bot> or Array<Proc>)> or Integer or Proc or String)> or Hash<Symbol, (Array<%bot> or Array<Sidekiq::ExceptionHandler::Logger> or Hash<Symbol, Array<%bot>> or Integer or Proc or String)> or Hash<Symbol, (Array<%bot> or Hash<Symbol, Array<%bot>> or Integer or Proc or String)>)","    def options
      Sidekiq.options
    end
",""
Sidekiq::CLI,boot_system,"","",(String or false or true),"    def boot_system
      ENV[""RACK_ENV""] = ENV[""RAILS_ENV""] = environment

      if File.directory?(options[:require])
        require ""rails""
        if ::Rails::VERSION::MAJOR < 5
          raise ""Sidekiq no longer supports this version of Rails""
        else
          require ""sidekiq/rails""
          require File.expand_path(""#{options[:require]}/config/environment.rb"")
        end
        options[:tag] ||= default_tag
      else
        require options[:require]
      end
    end
",""
Sidekiq::CLI,default_tag,"","",String,"    def default_tag
      dir = ::Rails.root
      name = File.basename(dir)
      prevdir = File.dirname(dir) # Capistrano release directory?
      if name.to_i != 0 && prevdir
        if File.basename(prevdir) == ""releases""
          return File.basename(File.dirname(prevdir))
        end
      end
      name
    end
",""
Sidekiq::CLI,validate!,"","",Array<Symbol>,"    def validate!
      if !File.exist?(options[:require]) ||
          (File.directory?(options[:require]) && !File.exist?(""#{options[:require]}/config/application.rb""))
        logger.info ""==================================================================""
        logger.info ""  Please point Sidekiq to a Rails application or a Ruby file  ""
        logger.info ""  to load your worker classes with -r [DIR|FILE].""
        logger.info ""==================================================================""
        logger.info @parser
        die(1)
      end

      [:concurrency, :timeout].each do |opt|
        raise ArgumentError, ""#{opt}: #{options[opt]} is not a valid value"" if options.key?(opt) && options[opt].to_i <= 0
      end
    end
",""
Sidekiq::CLI,parse_options,argv,"argv => Array<String>
","(Hash<%bot, %bot> or Hash<Symbol, (Array<String> or Integer or String or false)> or Hash<Symbol, (Array<String> or String or false)> or Hash<Symbol, (Array<String> or String)> or Hash<Symbol, (Integer or String)> or Hash<Symbol, (String or true)> or Hash<Symbol, String>)","    def parse_options(argv)
      opts = {}
      @parser = option_parser(opts)
      @parser.parse!(argv)
      opts
    end
",""
Sidekiq::CLI,option_parser,opts,"opts => Hash<%bot, %bot>
",OptionParser,"    def option_parser(opts)
      parser = OptionParser.new { |o|
        o.on ""-c"", ""--concurrency INT"", ""processor threads to use"" do |arg|
          opts[:concurrency] = Integer(arg)
        end

        o.on ""-d"", ""--daemon"", ""Daemonize process"" do |arg|
          puts ""ERROR: Daemonization mode was removed in Sidekiq 6.0, please use a proper process supervisor to start and manage your services""
        end

        o.on ""-e"", ""--environment ENV"", ""Application environment"" do |arg|
          opts[:environment] = arg
        end

        o.on ""-g"", ""--tag TAG"", ""Process tag for procline"" do |arg|
          opts[:tag] = arg
        end

        o.on ""-q"", ""--queue QUEUE[,WEIGHT]"", ""Queues to process with optional weights"" do |arg|
          queue, weight = arg.split("","")
          parse_queue opts, queue, weight
        end

        o.on ""-r"", ""--require [PATH|DIR]"", ""Location of Rails application with workers or file to require"" do |arg|
          opts[:require] = arg
        end

        o.on ""-t"", ""--timeout NUM"", ""Shutdown timeout"" do |arg|
          opts[:timeout] = Integer(arg)
        end

        o.on ""-v"", ""--verbose"", ""Print more verbose output"" do |arg|
          opts[:verbose] = arg
        end

        o.on ""-C"", ""--config PATH"", ""path to YAML config file"" do |arg|
          opts[:config_file] = arg
        end

        o.on ""-L"", ""--logfile PATH"", ""path to writable logfile"" do |arg|
          puts ""ERROR: Logfile redirection was removed in Sidekiq 6.0, Sidekiq will only log to STDOUT""
        end

        o.on ""-P"", ""--pidfile PATH"", ""path to pidfile"" do |arg|
          puts ""ERROR: PID file creation was removed in Sidekiq 6.0, please use a proper process supervisor to start and manage your services""
        end

        o.on ""-V"", ""--version"", ""Print version and exit"" do |arg|
          puts ""Sidekiq #{Sidekiq::VERSION}""
          die(0)
        end
      }

      parser.banner = ""sidekiq [options]""
      parser.on_tail ""-h"", ""--help"", ""Show help"" do
        logger.info parser
        die 1
      end

      parser
    end
",""
Sidekiq::CLI,initialize_logger,"","",Integer,"    def initialize_logger
      Sidekiq.logger.level = ::Logger::DEBUG if options[:verbose]
    end
",""
Sidekiq::CLI,parse_config,path,"path => String
","(Hash<Symbol, (Array<String> or Integer or String or false)> or Hash<Symbol, (Integer or String)>)","    def parse_config(path)
      opts = YAML.load(ERB.new(File.read(path)).result) || {}

      if opts.respond_to? :deep_symbolize_keys!
        opts.deep_symbolize_keys!
      else
        symbolize_keys_deep!(opts)
      end

      opts = opts.merge(opts.delete(environment.to_sym) || {})
      parse_queues(opts, opts.delete(:queues) || [])

      opts
    end
",""
Sidekiq::CLI,parse_queues,"opts, queues_and_weights","opts => (Hash<Symbol, (Array<String> or Integer or String or false)> or Hash<Symbol, (Integer or String)>)
queues_and_weights => (Array<%bot> or Array<Array<(Integer or String)>>)
",(Array<%bot> or Array<Array<(Integer or String)>>),"    def parse_queues(opts, queues_and_weights)
      queues_and_weights.each { |queue_and_weight| parse_queue(opts, *queue_and_weight) }
    end
",""
Sidekiq::CLI,parse_queue,"opts, queue, weight","opts => (Hash<Symbol, (Array<String> or Integer or String or false)> or Hash<Symbol, (Array<String> or false)> or Hash<Symbol, Array<String>>)
queue => String
weight => (Integer or String)
",(false or nil),"    def parse_queue(opts, queue, weight = nil)
      opts[:queues] ||= []
      raise ArgumentError, ""queues: #{queue} cannot be defined twice"" if opts[:queues].include?(queue)
      [weight.to_i, 1].max.times { opts[:queues] << queue }
      opts[:strict] = false if weight.to_i > 0
    end
",""
Sidekiq::CLI,rails_app?,"","",true,"    def rails_app?
      defined?(::Rails) && ::Rails.respond_to?(:application)
    end
",""
Sidekiq::Scheduled::Poller,initialize,"","",nil,"      def initialize
        @enq = (Sidekiq.options[:scheduled_enq] || Sidekiq::Scheduled::Enq).new
        @sleeper = ConnectionPool::TimedStack.new
        @done = false
        @thread = nil
      end
",""
Sidekiq::Scheduled::Poller,terminate,"","",(nil or true),"      def terminate
        @done = true
        if @thread
          t = @thread
          @thread = nil
          @sleeper << 0
          t.value
        end
      end
","# Shut down this instance, will pause until the thread is dead.
"
Sidekiq::Scheduled::Poller,start,"","",Thread,"      def start
        @thread ||= safe_thread(""scheduler"") {
          initial_wait

          until @done
            enqueue
            wait
          end
          Sidekiq.logger.info(""Scheduler exiting..."")
        }
      end
",""
Sidekiq::Scheduled::Poller,enqueue,"","",Array<Sidekiq::ExceptionHandler::Logger>,"      def enqueue
        @enq.enqueue_jobs
      rescue => ex
        # Most likely a problem with redis networking.
        # Punt and try again at the next interval
        logger.error ex.message
        handle_exception(ex)
      end
",""
Sidekiq::Scheduled::Poller,random_poll_interval,"","",Float,"      def random_poll_interval
        # We want one Sidekiq process to schedule jobs every N seconds.  We have M processes
        # and **don't** want to coordinate.
        #
        # So in N*M second timespan, we want each process to schedule once.  The basic loop is:
        #
        # * sleep a random amount within that N*M timespan
        # * wake up and schedule
        #
        # We want to avoid one edge case: imagine a set of 2 processes, scheduling every 5 seconds,
        # so N*M = 10.  Each process decides to randomly sleep 8 seconds, now we've failed to meet
        # that 5 second average. Thankfully each schedule cycle will sleep randomly so the next
        # iteration could see each process sleep for 1 second, undercutting our average.
        #
        # So below 10 processes, we special case and ensure the processes sleep closer to the average.
        # In the example above, each process should schedule every 10 seconds on average. We special
        # case smaller clusters to add 50% so they would sleep somewhere between 5 and 15 seconds.
        # As we run more processes, the scheduling interval average will approach an even spread
        # between 0 and poll interval so we don't need this artifical boost.
        #
        if process_count < 10
          # For small clusters, calculate a random interval that is ±50% the desired average.
          poll_interval_average * rand + poll_interval_average.to_f / 2
        else
          # With 10+ processes, we should have enough randomness to get decent polling
          # across the entire timespan
          poll_interval_average * rand
        end
      end
",""
